기준연월,지역명,방문자 수
202108,강원도 춘천시,2556292.0
202109,강원도 춘천시,2548917.0
202110,강원도 춘천시,2673226.0
202111,강원도 춘천시,2284380.0
202112,강원도 춘천시,2208269.0
202201,강원도 춘천시,2313514.0
202202,강원도 춘천시,2034532.0
202203,강원도 춘천시,2804648.0
202204,강원도 춘천시,2630372.0
202205,강원도 춘천시,2906774.0
202206,강원도 춘천시,2615588.0
202207,강원도 춘천시,2889058.0
