,충전소명,충전기타입,위도,경도,충전용량,충전방식,주차료무료
77,삼성래미안1차아파트,2,37.2990401,127.112783,7.0,단독,N
78,삼성래미안1차아파트,2,37.2990401,127.112783,7.0,단독,N
79,삼성래미안1차아파트,2,37.2990401,127.112783,7.0,단독,N
80,삼성래미안1차아파트,2,37.2990401,127.112783,7.0,단독,N
81,삼성래미안1차아파트,2,37.2990401,127.112783,7.0,단독,N
82,강남앤플러스,2,37.2710262,127.1260965,0,0,Y
83,강남앤플러스,2,37.2710262,127.1260965,0,0,Y
84,광교산 한양수자인더킨포크,2,37.334572,127.057609,0,0,Y
85,광교산 한양수자인더킨포크,2,37.334572,127.057609,0,0,Y
86,광교산 한양수자인더킨포크,2,37.334572,127.057609,0,0,Y
87,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
88,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
89,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
90,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
91,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
92,에버랜드 셔틀버스 주차장,2,37.2872343,127.2179551,0,0,Y
93,에버랜드 홈브릿지 캐빈호스텔,2,37.28929,127.1980408,0,0,N
94,에버랜드 홈브릿지 캐빈호스텔,2,37.28929,127.1980408,0,0,N
95,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
96,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
97,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
98,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
99,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
100,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
101,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
102,한국국토정보공사 용인지사,2,37.232296,127.201209,0,0,Y
103,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
104,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
105,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
106,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
107,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
108,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
109,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
110,에버랜드 셔틀버스 승강장,6,37.287300698802,127.2179780482,0,0,Y
111,에버랜드 홈브리지 캐빈호스텔,6,37.289491809,127.19730648,0,0,Y
112,어반런드렛,2,37.310882,127.10486299,7.0,단독,Y
113,어반런드렛,2,37.310882,127.10486299,7.0,단독,Y
114,어반런드렛,2,37.310882,127.10486299,7.0,단독,Y
115,어반런드렛,2,37.310882,127.10486299,7.0,단독,Y
116,유니버스트윈1차오피스텔,2,37.231614,127.18674499,7.0,단독,Y
117,유니버스트윈2차오피스텔,2,37.231546999,127.187295,7.0,단독,Y
118,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
119,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
120,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
121,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
122,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
123,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
124,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
125,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
126,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
127,신봉동부센트레빌6단지아파트,2,37.33231249,127.06579745,7.0,단독,Y
128,서홍마을벽산블루밍아파트,2,37.3237116,127.0829807,7.0,단독,Y
129,서홍마을벽산블루밍아파트,2,37.3237116,127.0829807,7.0,단독,Y
130,EV충전소 SK톨게이트주유소 (ev Most),4,37.260759,127.213156,0,0,Y
131,용인 호수청구아파트,2,37.2400301,127.1025615,7.0,단독,Y
132,용인 호수청구아파트,2,37.2400301,127.1025615,7.0,단독,Y
133,용인 호수청구아파트,2,37.2400301,127.1025615,7.0,단독,Y
134,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
135,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
136,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
137,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
138,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
139,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
140,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
141,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
142,기흥 금화마을 주공3단지,2,37.262462,127.1072185,7.0,단독,Y
143,기흥 광림남교회,2,37.2632871,127.1560157,7.0,단독,Y
144,기흥 광림남교회,2,37.2632871,127.1560157,7.0,단독,Y
145,기흥 삼정아파트,2,37.2550937,127.1125646,7.0,단독,Y
146,기흥 삼정아파트,2,37.2550937,127.1125646,7.0,단독,Y
147,기흥 삼정아파트,2,37.2550937,127.1125646,7.0,단독,Y
148,기흥 삼정아파트,2,37.2550937,127.1125646,7.0,단독,Y
149,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
150,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
151,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
152,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
153,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
154,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
155,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
156,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
157,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
158,용인 신촌마을포스홈타운2단지,2,37.3086298,127.1087369,7.0,단독,Y
159,한국 대중불교불이종 동도사,2,37.1077814,127.1983441,7.0,단독,Y
160,한국 대중불교불이종 동도사,2,37.1077814,127.1983441,7.0,단독,Y
161,보리원,2,37.1885057,127.2787427,7.0,단독,Y
162,죽전효성해링턴플레이스,2,37.3312486,127.1094781,7.0,단독,Y
163,대한불교조계종법륜사,2,37.16964,127.2985036,7.0,단독,Y
164,대한불교조계종법륜사,2,37.16964,127.2985036,7.0,단독,Y
165,용인 도담마을 한양수자인,2,37.3252293,127.1188774,7.0,단독,Y
166,용인 도담마을 한양수자인,2,37.3252293,127.1188774,7.0,단독,Y
167,용인 광교2차푸르지오시티A동,2,37.2984987,127.0685348,7.0,단독,Y
168,용인 광교2차푸르지오시티A동,2,37.2984987,127.0685348,7.0,단독,Y
169,용인 광교2차푸르지오시티B동,2,37.2974413,127.0682402,7.0,단독,Y
170,용인 광교2차푸르지오시티B동,2,37.2974413,127.0682402,7.0,단독,Y
171,용인 광교2차푸르지오시티C동,2,37.2973371,127.0687894,7.0,단독,Y
172,용인 광교2차푸르지오시티C동,2,37.2973371,127.0687894,7.0,단독,Y
173,용인 광교2차푸르지오시티C동,2,37.2973371,127.0687894,7.0,단독,Y
174,용인 광교2차푸르지오시티D동,2,37.2967199,127.0686138,7.0,단독,Y
175,지산리조트(퍼블릭하우스),2,37.2131779,127.3287867,7.0,단독,N
176,지산리조트(퍼블릭하우스),2,37.2131779,127.3287867,7.0,단독,N
177,지산리조트(클럽하우스),2,37.2098757,127.3358449,7.0,단독,Y
178,지산리조트(클럽하우스),2,37.2098757,127.3358449,7.0,단독,Y
179,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
180,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
181,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
182,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
183,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
184,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
185,용인 흥덕신동아파밀리에,2,37.2716435,127.0838351,7.0,단독,Y
186,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
187,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
188,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
189,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
190,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
191,용인 흥덕마을5단지 호반베르디움,2,37.2779756,127.0705934,7.0,단독,Y
192,용인 광교푸르지오시티2단지오피스텔,2,37.2976786,127.0703286,7.0,단독,N
193,용인 광교푸르지오시티2단지오피스텔,2,37.2976786,127.0703286,7.0,단독,N
194,용인 광교푸르지오시티3단지오피스텔,2,37.297136,127.0701724,7.0,단독,N
195,용인 광교푸르지오시티3단지오피스텔,2,37.297136,127.0701724,7.0,단독,N
196,용인 엘리치안오피스텔,2,37.2960781,127.0692568,7.0,단독,Y
197,용인 한성관광개발㈜,2,37.3070401,127.1231144,7.0,단독,N
198,용인 한성관광개발㈜,2,37.3070401,127.1231144,7.0,단독,N
199,용인 한성관광개발㈜,2,37.3070401,127.1231144,7.0,단독,N
200,용인 한성관광개발㈜,2,37.3070401,127.1231144,7.0,단독,N
201,용인 한성관광개발㈜,2,37.3070401,127.1231144,7.0,단독,N
202,교동마을신창아파트,2,37.3054124,127.126609,7.0,단독,Y
203,쥬네브문월드,2,37.2758569,127.151277,7.0,동시,Y
204,쥬네브문월드,2,37.2758569,127.151277,7.0,동시,Y
205,쥬네브문월드,2,37.2758569,127.151277,7.0,단독,Y
206,쥬네브문월드,2,37.2758569,127.151277,7.0,동시,Y
207,쥬네브문월드,2,37.2758569,127.151277,7.0,동시,Y
208,광교푸르지오시티2단지,2,37.2976786,127.0703286,7.0,동시,N
209,광교푸르지오시티2단지,2,37.2976786,127.0703286,7.0,단독,N
210,광교푸르지오시티2단지,2,37.2976786,127.0703286,7.0,동시,N
211,광교푸르지오시티3단지,2,37.297136,127.0701724,7.0,동시,N
212,광교푸르지오시티3단지,2,37.297136,127.0701724,7.0,동시,N
213,광교푸르지오시티3단지,2,37.297136,127.0701724,7.0,동시,N
214,골든풍산리치안오피스텔,2,37.2960425,127.0696362,7.0,단독,N
215,골든풍산리치안오피스텔,2,37.2960425,127.0696362,7.0,동시,N
216,골든풍산리치안오피스텔,2,37.2960425,127.0696362,7.0,동시,N
217,광교어드밴스힐오피스텔,2,37.2959845,127.0699806,7.0,동시,N
218,광교어드밴스힐오피스텔,2,37.2959845,127.0699806,7.0,단독,N
219,광교어드밴스힐오피스텔,2,37.2959845,127.0699806,7.0,동시,N
220,수지풍덕천한샘더랜드마크,2,37.3240903,127.1018261,7.0,단독,Y
221,수지풍덕천한샘더랜드마크,2,37.3240903,127.1018261,7.0,단독,Y
222,수지풍덕천한샘더랜드마크,2,37.3240903,127.1018261,7.0,단독,Y
223,광교푸르지오시티1단지,2,37.2980029,127.0683911,7.0,단독,N
224,광교푸르지오시티1단지,2,37.2980029,127.0683911,7.0,단독,N
225,광교푸르지오시티1단지,2,37.2980029,127.0683911,7.0,단독,N
226,동일하이빌4단지(409동),2,37.3274622,127.0661412,7.0,단독,Y
227,동일하이빌4단지(409동),2,37.3274622,127.0661412,7.0,단독,Y
228,동일하이빌4단지(409동),2,37.3274622,127.0661412,7.0,단독,Y
229,동일하이빌4단지(413동),2,37.3286346,127.0642241,7.0,단독,Y
230,동일하이빌4단지(413동),2,37.3286346,127.0642241,7.0,단독,Y
231,동일하이빌4단지(413동),2,37.3286346,127.0642241,7.0,단독,Y
232,동일하이빌4단지(401동),2,37.3298955,127.065252,7.0,동시,Y
233,동일하이빌4단지(401동),2,37.3298955,127.065252,7.0,단독,Y
234,동일하이빌4단지(401동),2,37.3298955,127.065252,7.0,동시,Y
235,동일하이빌4단지(405동),2,37.33021992,127.0648622,7.0,동시,Y
236,동일하이빌4단지(405동),2,37.33021992,127.0648622,7.0,단독,Y
237,동일하이빌4단지(405동),2,37.33021992,127.0648622,7.0,동시,Y
238,동일하이빌4단지(413동),2,37.329102793,127.0649128,7.0,동시,Y
239,동일하이빌4단지(413동),2,37.329102793,127.0649128,7.0,단독,Y
240,동일하이빌4단지(413동),2,37.329102793,127.0649128,7.0,동시,Y
241,동일하이빌4단지6(410동),2,37.3276968,127.0656337,7.0,동시,Y
242,동일하이빌4단지6(410동),2,37.3276968,127.0656337,7.0,단독,Y
243,동일하이빌4단지6(410동),2,37.3276968,127.0656337,7.0,동시,Y
244,동일하이빌4단지7(406동),2,37.3285258,127.0655103,7.0,동시,Y
245,동일하이빌4단지7(406동),2,37.3285258,127.0655103,7.0,단독,Y
246,동일하이빌4단지7(406동),2,37.3285258,127.0655103,7.0,동시,Y
247,동일하이빌4단지(412동),2,37.328282996,127.06465258,7.0,동시,Y
248,동일하이빌4단지(412동),2,37.328282996,127.06465258,7.0,단독,Y
249,동일하이빌4단지(412동),2,37.328282996,127.06465258,7.0,동시,Y
250,이스트팰리스 4단지1(A2주차장),2,37.336456032,127.08644772,7.0,동시,Y
251,이스트팰리스 4단지1(A2주차장),2,37.336456032,127.08644772,7.0,동시,Y
252,이스트팰리스 4단지2(B2F 41C1기둥),2,37.33628023,127.08509543,7.0,동시,Y
253,이스트팰리스 4단지2(B2F 41C1기둥),2,37.33628023,127.08509543,7.0,단독,Y
254,이스트팰리스 4단지2(B2F 41C1기둥),2,37.33628023,127.08509543,7.0,동시,Y
255,이스트팰리스 4단지3(E1주차장),2,37.335776138,127.0844178,7.0,동시,Y
256,이스트팰리스 4단지3(E1주차장),2,37.335776138,127.0844178,7.0,동시,Y
257,이스트팰리스 4단지3(E1주차장),2,37.335776138,127.0844178,7.0,동시,Y
258,이스트팰리스 4단지4(C3주차장),2,37.335441865,127.08565869,7.0,동시,Y
259,이스트팰리스 4단지4(C3주차장),2,37.335441865,127.08565869,7.0,동시,Y
260,수지벽산1단지아파트1(P1주차장),2,37.336317506,127.10589257,7.0,동시,Y
261,수지벽산1단지아파트1(P1주차장),2,37.336317506,127.10589257,7.0,동시,Y
262,수지벽산1단지아파트2(P2주차장),2,37.336480134,127.10539628,7.0,동시,Y
263,수지벽산1단지아파트2(P2주차장),2,37.336480134,127.10539628,7.0,동시,Y
264,수지벽산1단지아파트3(P3주차장),2,37.336814176,127.10465198,7.0,동시,Y
265,수지벽산1단지아파트3(P3주차장),2,37.336814176,127.10465198,7.0,동시,Y
266,효천마을 신안인스빌1(1주차장),2,37.336841321,127.24487246,7.0,동시,Y
267,효천마을 신안인스빌1(1주차장),2,37.336841321,127.24487246,7.0,단독,Y
268,효천마을 신안인스빌1(1주차장),2,37.336841321,127.24487246,7.0,동시,Y
269,효천마을 신안인스빌2(2주차장),2,37.336740032,127.24592159,7.0,동시,Y
270,효천마을 신안인스빌2(2주차장),2,37.336740032,127.24592159,7.0,동시,Y
271,효천마을 신안인스빌3(3주차장),2,37.336003113,127.24499387,7.0,동시,Y
272,효천마을 신안인스빌3(3주차장),2,37.336003113,127.24499387,7.0,동시,Y
273,효천마을 신안인스빌3(3주차장),2,37.336003113,127.24499387,7.0,동시,Y
274,효천마을 신안인스빌3(3주차장),2,37.336003113,127.24499387,7.0,동시,Y
275,효천마을 신안인스빌3(3주차장),2,37.336003113,127.24499387,7.0,동시,Y
276,양우내안에 에듀퍼스트1(203동),2,37.249462971,127.21983745,7.0,동시,Y
277,양우내안에 에듀퍼스트1(203동),2,37.249462971,127.21983745,7.0,동시,Y
278,양우내안에 에듀퍼스트2(202동),2,37.248968215,127.21939644,7.0,동시,Y
279,양우내안에 에듀퍼스트2(202동),2,37.248968215,127.21939644,7.0,동시,Y
280,양우내안에 에듀퍼스트3(206동),2,37.248202438,127.21933786,7.0,동시,Y
281,양우내안에 에듀퍼스트3(206동),2,37.248202438,127.21933786,7.0,동시,Y
282,양우내안에 에듀퍼스트4(207동),2,37.247786726,127.22000165,7.0,동시,Y
283,양우내안에 에듀퍼스트4(207동),2,37.247786726,127.22000165,7.0,동시,Y
284,양우내안에 에듀퍼스트5(217동),2,37.248190683,127.22081435,7.0,동시,Y
285,양우내안에 에듀퍼스트5(217동),2,37.248190683,127.22081435,7.0,동시,Y
286,양우내안에 에듀퍼스트6(휘트니스),2,37.248687408,127.22019588,7.0,단독,Y
287,양우내안에 에듀퍼스트6(휘트니스),2,37.248687408,127.22019588,7.0,단독,Y
288,양우내안에 에듀퍼스트6(휘트니스),2,37.248687408,127.22019588,7.0,단독,Y
289,동백동일하이빌아파트1(D주차장),2,37.278512481,127.15770246,7.0,동시,Y
290,동백동일하이빌아파트1(D주차장),2,37.278512481,127.15770246,7.0,동시,Y
291,동백동일하이빌아파트2(E주차장),2,37.27790988,127.15687808,7.0,단독,Y
292,동백동일하이빌아파트3(F주차장 B1F),2,37.278307365,127.15610088,7.0,단독,Y
293,동백동일하이빌아파트4(F주차장 B2F ),2,37.278685533,127.15630463,7.0,단독,Y
294,LIG넥스원 용인하우스 충전소,2,37.308117217,127.1277414,7.0,단독,Y
295,LIG 용인하우스 급속충전소,4,37.308117217,127.1277414,100.0,동시,Y
296,LIG 용인하우스 급속충전소,4,37.308117217,127.1277414,100.0,동시,Y
297,LIG 용인하우스 급속충전소,4,37.308117217,127.1277414,100.0,동시,Y
298,LIG 용인하우스 급속충전소,4,37.308117217,127.1277414,100.0,동시,Y
299,용인 성동마을LG빌리지6차아파트1 충전소,2,37.317454074,127.06994564,7.0,단독,Y
300,용인 성동마을LG빌리지6차아파트1 충전소,2,37.317454074,127.06994564,7.0,단독,Y
301,용인 성동마을LG빌리지6차아파트2 충전소,2,37.318044164,127.07009284,7.0,단독,Y
302,용인 성동마을LG빌리지6차아파트2 충전소,2,37.318044164,127.07009284,7.0,단독,Y
303,용인 성동마을LG빌리지6차아파트2 충전소,2,37.318044164,127.07009284,7.0,단독,Y
304,용인 성동마을LG빌리지6차아파트4 충전소,2,37.31887356,127.06933774,7.0,단독,Y
305,용인 성동마을LG빌리지6차아파트4 충전소,2,37.31887356,127.06933774,7.0,단독,Y
306,용인 성동마을LG빌리지6차아파트4 충전소,2,37.31887356,127.06933774,7.0,단독,Y
307,용인 성동마을LG빌리지6차아파트3 충전소,2,37.318288073,127.06902131,7.0,단독,Y
308,용인 성동마을LG빌리지6차아파트3 충전소,2,37.318288073,127.06902131,7.0,단독,Y
309,용인 성동마을LG빌리지6차아파트3 충전소,2,37.318288073,127.06902131,7.0,단독,Y
310,용인 성동마을LG빌리지6차아파트5 충전소,2,37.318512339,127.07070249,7.0,단독,Y
311,용인 성동마을LG빌리지6차아파트5 충전소,2,37.318512339,127.07070249,7.0,단독,Y
312,용인 성동마을LG빌리지6차아파트5 충전소,2,37.318512339,127.07070249,7.0,단독,Y
313,용인 성동마을LG빌리지6차아파트6 충전소,2,37.319386656,127.07017306,7.0,단독,Y
314,용인 성동마을LG빌리지6차아파트6 충전소,2,37.319386656,127.07017306,7.0,단독,Y
315,용인 성동마을LG빌리지6차아파트7 충전소,2,37.319423111,127.06947362,7.0,단독,Y
316,용인 성동마을LG빌리지6차아파트7 충전소,2,37.319423111,127.06947362,7.0,단독,Y
317,용인 성동마을LG빌리지6차아파트8 충전소,2,37.320089802,127.06959834,7.0,단독,Y
318,용인 성동마을LG빌리지6차아파트8 충전소,2,37.320089802,127.06959834,7.0,단독,Y
319,용인 성동마을LG빌리지6차아파트9 충전소,2,37.320017252,127.07038801,7.0,단독,Y
320,용인 성동마을LG빌리지6차아파트9 충전소,2,37.320017252,127.07038801,7.0,단독,Y
321,용인 성동마을LG빌리지6차아파트10 충전소,2,37.320711448,127.06971173,7.0,단독,Y
322,용인 성동마을LG빌리지6차아파트10 충전소,2,37.320711448,127.06971173,7.0,단독,Y
323,용인 백현마을동일하이빌아파트1,2,37.279569879,127.15822144,7.0,동시,Y
324,용인 백현마을동일하이빌아파트1,2,37.279569879,127.15822144,7.0,동시,Y
325,용인 백현마을동일하이빌아파트2,2,37.279569879,127.15822144,7.0,동시,Y
326,용인 백현마을동일하이빌아파트2,2,37.279569879,127.15822144,7.0,동시,Y
327,용인 백현마을동일하이빌아파트3,2,37.279569879,127.15822144,7.0,동시,Y
328,용인 백현마을동일하이빌아파트3,2,37.279569879,127.15822144,7.0,동시,Y
329,동백 동원로얄듀크(P2주차장),2,37.28001535692,127.1486961133,0,0,Y
330,동백 동원로얄듀크(P2주차장),2,37.28001535692,127.1486961133,0,0,Y
331,동백 동원로얄듀크(P2주차장),2,37.28001535692,127.1486961133,0,0,Y
332,동백 동원로얄듀크(P1주차장),2,37.27912749548,127.1489649864,0,0,Y
333,동백 동원로얄듀크(P1주차장),2,37.27912749548,127.1489649864,0,0,Y
334,용인 성원상떼빌(1-2주차장),2,37.31416990587,127.0927388044,0,0,Y
335,용인 성원상떼빌(1-2주차장),2,37.31416990587,127.0927388044,0,0,Y
336,용인 성원상떼빌(1-2주차장),2,37.31416990587,127.0927388044,0,0,Y
337,용인 성원상떼빌(1-3주차장),2,37.31391122254,127.0922731445,0,0,Y
338,용인 성원상떼빌(1-3주차장),2,37.31391122254,127.0922731445,0,0,Y
339,용인 성원상떼빌(1-3주차장),2,37.31391122254,127.0922731445,0,0,Y
340,용인 성원상떼빌(1-6주차장),2,37.31349646956,127.0926279878,0,0,Y
341,용인 성원상떼빌(1-6주차장),2,37.31349646956,127.0926279878,0,0,Y
342,용인 성원상떼빌(1-6주차장),2,37.31349646956,127.0926279878,0,0,Y
