지형지물,관리번호,관리기관,법정동,지번,신호등유무,보도턱낮춤유무,장애인시설유무,X,Y
횡단보도,91871002,용인시,보정동,809-20전,Y,Y,Y,209083.11,424123.484
횡단보도,91872001,용인시,보정동,531-2도,Y,Y,Y,209330.452,424086.962
횡단보도,91872002,용인시,보정동,609-1도,Y,N,N,209327.864,423983.68
횡단보도,91873001,용인시,보정동,225-2철,N,Y,N,209590.844,424057.136
횡단보도,91873002,용인시,보정동,573-19전,Y,Y,Y,209610.62,424026.339
횡단보도,91873003,용인시,보정동,산 12-5임,Y,Y,N,209614.061,424168.272
횡단보도,91873004,용인시,보정동,1361도,Y,Y,Y,209628.775,424011.7
횡단보도,91881002,용인시,보정동,944-6답,Y,Y,Y,209082.751,423624.611
횡단보도,91881003,용인시,보정동,438-1도,Y,Y,Y,208737.372,423254.214
횡단보도,91881004,용인시,보정동,1146도,N,Y,Y,208758.543,423245.26
횡단보도,91881005,용인시,보정동,1019-927도,N,Y,Y,208768.242,423264.639
횡단보도,91881006,용인시,보정동,1019-764답,N,Y,Y,209062.3,423278.145
횡단보도,91881007,용인시,보정동,1019-765답,Y,Y,Y,209063.663,423261.898
횡단보도,91881008,용인시,보정동,1019-765답,N,Y,Y,209061.269,423245.147
횡단보도,91881009,용인시,보정동,1019-765답,Y,Y,Y,209083.135,423246.924
횡단보도,91882001,용인시,보정동,1106도,Y,N,N,209305.041,423640.938
횡단보도,91882002,용인시,보정동,1384도,N,Y,Y,209364.017,423328.462
횡단보도,91882003,용인시,보정동,1382도,Y,Y,Y,209354.467,423318.342
횡단보도,91883001,용인시,보정동,1381도,Y,Y,Y,209612.986,423462.674
횡단보도,91886501,용인시,마북동,133-1잡,N,Y,Y,211321.887,423115.378
횡단보도,91886502,용인시,마북동,148-4대,Y,Y,Y,211436.784,423229.718
횡단보도,91886503,용인시,마북동,582도,N,Y,Y,211443.157,423216.333
횡단보도,91886504,용인시,마북동,582-1도,Y,Y,Y,211448.608,423227.067
횡단보도,91886505,용인시,마북동,63-2답,N,Y,Y,211488.726,423254.597
횡단보도,91887501,용인시,마북동,581도,Y,Y,Y,211584.167,423274.758
횡단보도,91891006,용인시,보정동,820구,N,Y,Y,209061.337,423031.29
횡단보도,91891007,용인시,보정동,1019-833답,N,Y,Y,209065.576,423017.453
횡단보도,91891008,용인시,보정동,820구,N,Y,Y,209059.472,423003.435
횡단보도,91891009,용인시,보정동,1019-833답,N,Y,Y,209102.84,423017.61
횡단보도,91891010,용인시,보정동,1019-776답,Y,Y,Y,209083.011,423003.863
횡단보도,91892001,용인시,보정동,677-3도,Y,Y,Y,209369.521,423173.681
횡단보도,91892002,용인시,보정동,1019-236도,Y,Y,Y,209389.046,422930.553
횡단보도,91892003,용인시,보정동,1019-474대,N,Y,Y,209372.971,422921.456
횡단보도,91892004,용인시,보정동,1019-236도,Y,Y,Y,209404.396,422919.412
횡단보도,91892005,용인시,보정동,687-3답,N,Y,Y,209420.086,422912.102
횡단보도,91892007,용인시,보정동,706-2도,N,Y,N,209366.409,422786.706
횡단보도,91892008,용인시,보정동,1110구,N,Y,N,209369.17,422756.361
횡단보도,91892009,용인시,마북동,554-23전,Y,Y,Y,209382.625,422732.815
횡단보도,91892010,용인시,보정동,1110구,N,Y,N,209423.794,422749.034
횡단보도,91893001,용인시,보정동,694-11임,Y,Y,N,209885.916,422722.695
횡단보도,91893002,용인시,마북동,550-11임,Y,Y,N,209870.903,422638.253
횡단보도,91896008,용인시,마북동,622도,N,Y,Y,211087.94,422665.831
횡단보도,91896009,용인시,마북동,622도,N,Y,Y,211091.805,422656.578
횡단보도,91917001,용인시,능원리,16-2도,N,Y,Y,215775.497,427134.383
횡단보도,91926001,용인시,능원리,28-2답,Y,Y,Y,215543.497,426943.04
횡단보도,91926002,용인시,능원리,756도,Y,N,N,215321.334,426741.907
횡단보도,91926003,용인시,능원리,183-7전,N,Y,N,215608.369,426819.277
횡단보도,91934001,용인시,능원리,816도,Y,N,N,214627.113,426352.177
횡단보도,91936001,용인시,능원리,208-4답,N,Y,N,215700.167,426507.969
횡단보도,91937001,용인시,능원리,221-1대,N,Y,N,215764.875,426435.422
횡단보도,91942001,용인시,오산리,179-4대,N,N,N,213741.494,425728.711
횡단보도,91942002,용인시,오산리,590도,Y,N,N,213977.415,425784.733
횡단보도,91947001,용인시,능원리,산 3-5임,N,Y,N,216058.398,425935.848
횡단보도,92016001,용인시,매산리,208-9도,N,N,Y,219968.53,427205.182
횡단보도,92016002,용인시,매산리,676도,N,N,Y,219989.598,427213.342
횡단보도,92016003,용인시,매산리,207-6도,N,N,Y,219996.279,427191.719
횡단보도,92016004,용인시,매산리,676도,N,N,N,219980.352,427186.11
횡단보도,92027001,용인시,매산리,663구,Y,Y,Y,220346.908,427051.336
횡단보도,92028001,용인시,일산리,239-42도,N,N,Y,221021.655,426630.664
횡단보도,92029001,용인시,일산리,231-6도,Y,Y,Y,221162.785,426611.701
횡단보도,92040001,용인시,일산리,112-118도,Y,Y,Y,221619.055,426480.138
횡단보도,92040002,용인시,일산리,671대,Y,Y,Y,221600.163,426470.238
횡단보도,92040003,용인시,일산리,112-118도,Y,Y,Y,221750.83,426465.811
횡단보도,92040501,용인시,왕산리,926-10도,N,Y,N,222088.387,426186.523
횡단보도,92040502,용인시,왕산리,926-2도,N,Y,N,222155.051,426175
횡단보도,92040503,용인시,왕산리,443-3구,N,Y,N,221914.181,425910.041
횡단보도,92040504,용인시,왕산리,464-9도,N,Y,N,222089.945,425871.161
횡단보도,92050001,용인시,왕산리,414-9도,N,N,Y,221836.584,425886.981
횡단보도,92050002,용인시,왕산리,848-4도,N,Y,N,221536.625,425666.075
횡단보도,92055001,용인시,매산리,546전,N,N,N,219597.838,425029.545
횡단보도,92060001,용인시,갈담리,332-5전,N,N,Y,221660.649,424976.714
횡단보도,92070001,용인시,갈담리,690-1도,N,N,Y,221532.2,424527.857
횡단보도,92079001,용인시,갈담리,454-1도,N,N,Y,221426.996,424275.745
횡단보도,92079002,용인시,초부리,74-10전,N,N,Y,221353.361,423789.787
횡단보도,92085001,용인시,신원리,299-2도,N,N,N,219560.41,423656.205
횡단보도,92085002,용인시,신원리,705천,N,N,N,219675.778,423219.976
횡단보도,92089001,용인시,초부리,445-31대,N,N,Y,221331.179,423687.485
횡단보도,92096001,용인시,신원리,39-14전,N,N,N,219847.219,423110.236
횡단보도,92096002,용인시,유운리,630도,N,N,N,219880.651,422750.975
횡단보도,92098001,용인시,초부리,58-9임,N,N,Y,220863.547,422780.067
횡단보도,92200001,용인시,하갈동,253-25도,N,N,N,208414.722,417444.822
횡단보도,92200002,용인시,하갈동,251-8도,Y,Y,N,208369.788,417399.987
횡단보도,92200003,용인시,하갈동,251-9유,Y,Y,N,208367.233,417375.474
횡단보도,92200004,용인시,하갈동,217-3임,Y,Y,Y,208630.136,417597.297
횡단보도,92200005,용인시,하갈동,219-7도,Y,Y,Y,208612.552,417589.412
횡단보도,92205001,용인시,상현동,512-35답,N,Y,Y,206425.32,422496.156
횡단보도,92205002,용인시,상현동,512-35답,Y,Y,Y,206394.906,422479.676
횡단보도,92206001,용인시,상현동,846도,N,Y,Y,206693.565,422622.566
횡단보도,92206002,용인시,상현동,364-12답,Y,Y,Y,206539.602,422577.947
횡단보도,92206003,용인시,상현동,364-12답,N,Y,Y,206546.797,422576.638
횡단보도,92206004,용인시,상현동,844도,Y,Y,N,206640.346,422620.945
횡단보도,92206005,용인시,상현동,844도,Y,Y,Y,206708.065,422608.221
횡단보도,92206006,용인시,상현동,844도,N,Y,Y,206853.06,422567.805
횡단보도,92206007,용인시,상현동,844도,Y,Y,Y,206884.985,422562.818
횡단보도,92206008,용인시,상현동,844도,Y,Y,Y,206877.695,422548.797
횡단보도,92207001,용인시,상현동,829도,Y,Y,Y,206911.401,422504.818
횡단보도,92207002,용인시,상현동,845도,Y,Y,Y,206977.313,422598.374
횡단보도,92207003,용인시,상현동,844도,Y,Y,Y,206978.823,422621.468
횡단보도,92207004,용인시,상현동,844도,N,Y,Y,206954.398,422613.993
횡단보도,92207005,용인시,상현동,845도,N,Y,Y,207160.382,422581.292
횡단보도,92207006,용인시,상현동,835도,N,Y,Y,207188.653,422544.331
횡단보도,92209001,용인시,상현동,870도,N,Y,N,208140.877,422623.845
횡단보도,92209002,용인시,상현동,854학,N,N,N,208184.856,422564.199
횡단보도,92230001,용인시,신갈동,537-5도,N,Y,N,208639.329,421202.844
횡단보도,92230002,용인시,신갈동,537-5도,N,Y,Y,208622.178,421204.609
횡단보도,92230003,용인시,신갈동,537-36답,N,Y,N,208647.454,421128.27
횡단보도,92230004,용인시,신갈동,537-36답,N,Y,N,208628.702,421130.341
횡단보도,92230005,용인시,신갈동,536-7답,Y,Y,Y,208645.164,421114.086
횡단보도,92230006,용인시,신갈동,536-7답,N,Y,Y,208670.429,421075.804
횡단보도,92230007,용인시,신갈동,558-18대,N,Y,N,208659.98,421288.91
횡단보도,92265007,용인시,영덕동,889-2도,N,Y,N,206387.447,418762.777
횡단보도,92265008,용인시,영덕동,543-6대,N,Y,N,206459.187,418747.709
횡단보도,92266001,용인시,영덕동,945도,N,Y,Y,206618.19,418922.15
횡단보도,92266002,용인시,영덕동,945도,N,Y,Y,206545.967,418842.162
횡단보도,92266003,용인시,영덕동,945도,N,Y,Y,206661.727,418769.009
횡단보도,92266004,용인시,영덕동,944도,N,Y,Y,206685.482,418765.419
횡단보도,92266005,용인시,영덕동,936-1도,N,Y,Y,206672.389,418759.779
횡단보도,92266006,용인시,영덕동,944도,N,Y,Y,206900.767,418760.943
횡단보도,92266007,용인시,영덕동,944도,N,Y,Y,206804.787,418754.776
횡단보도,92266008,용인시,영덕동,943도,N,Y,Y,206717.659,418755.374
횡단보도,92266009,용인시,영덕동,945도,N,Y,Y,206905.843,418856.713
횡단보도,92266010,용인시,영덕동,945도,N,Y,Y,206867.217,418901.138
횡단보도,92266011,용인시,영덕동,945도,N,Y,Y,206798.954,418909.766
횡단보도,92267002,용인시,영덕동,857-3구,Y,Y,Y,207268.931,418769.584
횡단보도,92267003,용인시,영덕동,417-3전,Y,Y,Y,207285.325,418766.977
횡단보도,92267004,용인시,영덕동,167-3답,N,Y,Y,207304.254,418773.894
횡단보도,92267005,용인시,영덕동,943도,N,Y,Y,206917.649,418767.911
횡단보도,92275001,용인시,영덕동,537-1도,N,Y,N,206357.143,418732.903
횡단보도,92275002,용인시,영덕동,537-4대,N,Y,N,206397.248,418724.753
횡단보도,92275003,용인시,영덕동,541-1도,N,Y,N,206464.328,418711.809
횡단보도,92276001,용인시,영덕동,943-2도,Y,Y,Y,206664.796,418715.645
횡단보도,92276002,용인시,영덕동,521-4전,Y,Y,Y,206676.687,418689.597
횡단보도,92276003,용인시,영덕동,522-1도,Y,Y,Y,206652.652,418674.636
횡단보도,92276004,용인시,영덕동,943-2도,N,Y,Y,206858.136,418690.001
횡단보도,92276005,용인시,영덕동,943도,N,Y,Y,206858.279,418716.34
횡단보도,92279001,용인시,영덕동,128-2답,N,Y,N,208109.981,418567.547
횡단보도,92280001,용인시,영덕동,801-10구,Y,Y,Y,208325.118,418612.706
횡단보도,92280002,용인시,영덕동,127-7임,N,Y,N,208274.854,418605.934
횡단보도,92280005,용인시,영덕동,20학,N,Y,Y,208307.793,418619.318
횡단보도,92280006,용인시,영덕동,산 111-3임,Y,Y,Y,208592.462,418739.693
횡단보도,92300001,용인시,상하동,151-5대,Y,Y,Y,212754.244,417403.898
횡단보도,92301006,용인시,보정동,820구,N,Y,Y,209061.67,422567.445
횡단보도,92301007,용인시,보정동,1019-800도,Y,Y,Y,209063.265,422553.099
횡단보도,92301008,용인시,보정동,1019-799답,N,Y,Y,209056.966,422538.138
횡단보도,92301009,용인시,보정동,1019-801답,Y,Y,Y,209079.651,422540.383
횡단보도,92301010,용인시,보정동,1019-800도,Y,Y,Y,209098.704,422553.869
횡단보도,92302001,용인시,마북동,607도,Y,Y,Y,209390.763,422588.798
횡단보도,92302002,용인시,마북동,526-14대,Y,Y,Y,209476.315,422394.365
횡단보도,92302003,용인시,마북동,산 43-1도,Y,Y,Y,209464.031,422355.337
횡단보도,92302004,용인시,마북동,526-14대,Y,Y,N,209539.77,422398.41
횡단보도,92302005,용인시,마북동,524-14임,N,Y,N,209525.62,422386.44
횡단보도,92302006,용인시,마북동,524-8대,N,N,N,209539.086,422370.932
횡단보도,92302007,용인시,마북동,524-24도,N,Y,N,209551.857,422325.733
횡단보도,92302008,용인시,마북동,607도,N,Y,N,209410.21,422466.338
횡단보도,92303001,용인시,마북동,526-14대,Y,Y,N,209605.528,422436.729
횡단보도,92303002,용인시,마북동,524-14임,Y,Y,N,209605.413,422424.332
횡단보도,92303003,용인시,마북동,524-14임,N,Y,N,209754.635,422498.241
횡단보도,92303004,용인시,마북동,550-3임,Y,Y,N,209852.908,422623.375
횡단보도,92303005,용인시,마북동,548-6답,Y,Y,N,209820.152,422524.373
횡단보도,92303006,용인시,마북동,599-3구,N,Y,N,209844.173,422535.709
횡단보도,92303007,용인시,마북동,524-8대,N,Y,N,209833.164,422520.471
횡단보도,92303008,용인시,마북동,599-3구,N,N,N,209968.683,422513.422
횡단보도,92303009,용인시,마북동,629대,N,Y,Y,209622.405,422320.359
횡단보도,92303010,용인시,마북동,516-42대,N,N,N,209705.258,422187.284
횡단보도,92303011,용인시,마북동,598도,Y,Y,Y,209607.56,422097.053
횡단보도,92304001,용인시,마북동,산 37-2임,N,N,N,210107.599,422411.648
횡단보도,92304002,용인시,마북동,산 37-2임,Y,Y,N,210118.214,422406.235
횡단보도,92304003,용인시,마북동,534-11임,Y,Y,N,210120.599,422395.941
횡단보도,92304004,용인시,마북동,산 36-10임,N,Y,N,210168.387,422236.121
횡단보도,92304005,용인시,마북동,354-3도,N,Y,N,210049.561,422096.59
횡단보도,92305001,용인시,마북동,172-4도,N,Y,N,210844.443,422622.118
횡단보도,92305002,용인시,마북동,172-4도,Y,Y,N,210843.243,422606.087
횡단보도,92305003,용인시,마북동,166-1도,Y,Y,N,210768.647,422484.727
횡단보도,92305004,용인시,마북동,592도,Y,Y,Y,210770.262,422471.82
횡단보도,92305005,용인시,마북동,631도,N,Y,Y,210851.672,422424.616
횡단보도,92305006,용인시,마북동,593도,N,N,N,210636.841,422331.776
횡단보도,92306001,용인시,마북동,622도,Y,Y,Y,211161.115,422611.836
횡단보도,92306002,용인시,마북동,622도,Y,Y,Y,211175.53,422614.308
횡단보도,92311001,용인시,보정동,1019-631도,N,Y,N,209055.369,421810.253
횡단보도,92311002,용인시,보정동,1135도,N,Y,Y,208920.281,421691.981
횡단보도,92311003,용인시,보정동,1032-8답,Y,Y,Y,208924.67,421681.338
횡단보도,92313001,용인시,마북동,475-8답,N,Y,Y,209660.086,422046.12
횡단보도,92313002,용인시,마북동,598-3도,Y,Y,Y,209734.844,421861.773
횡단보도,92313005,용인시,마북동,502-151도,Y,Y,Y,209758.262,421688.633
횡단보도,92313006,용인시,마북동,502-117도,N,Y,Y,209734.087,421694.276
횡단보도,92313007,용인시,마북동,462-3도,Y,Y,Y,209725.758,421669.183
횡단보도,92313008,용인시,마북동,502-182도,N,Y,N,209752.124,421595.829
횡단보도,92313009,용인시,마북동,413-2도,Y,Y,Y,209794.948,421641.971
횡단보도,92313010,용인시,마북동,411-2도,N,Y,Y,209862.188,421631.879
횡단보도,92313011,용인시,마북동,398-7도,N,Y,Y,209875.628,421625.59
횡단보도,92313012,용인시,마북동,413-2도,N,Y,Y,209793.014,421576.781
횡단보도,92313013,용인시,마북동,415-27도,N,Y,Y,209794.834,421566.501
횡단보도,92313014,용인시,마북동,381-2도,N,N,N,209898.372,421666.137
횡단보도,92313015,용인시,마북동,598-3도,Y,Y,Y,209752.824,421865.143
횡단보도,92313016,용인시,마북동,466-1도,Y,Y,Y,209753.169,421848.467
횡단보도,92313017,용인시,마북동,355-13대,Y,Y,N,209860.767,421785.58
횡단보도,92313018,용인시,마북동,598-3도,Y,Y,N,209874.275,421771.853
횡단보도,92313019,용인시,마북동,598-3도,Y,Y,N,209981.917,421732.182
횡단보도,92313020,용인시,마북동,375-1도,Y,Y,N,209960.114,421728.045
횡단보도,92314001,용인시,마북동,598-16도,N,Y,N,210411.433,421844.052
횡단보도,92314002,용인시,마북동,619-3도,N,Y,Y,210150.825,421634.46
횡단보도,92314003,용인시,마북동,392-14천,Y,N,N,210237.134,421634.171
횡단보도,92314004,용인시,마북동,333-3도,N,Y,N,210070.795,421804.814
횡단보도,92314005,용인시,마북동,345-7답,N,Y,N,210252.644,421949.153
횡단보도,92314006,용인시,마북동,333-4학,N,Y,N,210252.182,421850.122
횡단보도,92314007,용인시,마북동,333-2도,Y,Y,N,210085.246,421738.958
횡단보도,92314008,용인시,마북동,330-17전,Y,Y,N,210074.706,421726.741
횡단보도,92314009,용인시,마북동,619-1도,Y,Y,N,210100.59,421721.57
횡단보도,92314010,용인시,마북동,333-7도,N,Y,N,210226.87,421753.632
횡단보도,92314011,용인시,마북동,339-6대,Y,Y,N,210255.597,421755.682
횡단보도,92314012,용인시,마북동,333-7도,Y,Y,N,210238.557,421746.05
횡단보도,92314013,용인시,마북동,320-3대,Y,Y,N,210299.267,421748.516
횡단보도,92314014,용인시,마북동,319-1천,Y,Y,N,210328.131,421759.563
횡단보도,92314015,용인시,언남동,375-15대,N,Y,N,210339.196,421739.625
횡단보도,92314016,용인시,마북동,320-3대,Y,Y,N,210313.383,421738.716
횡단보도,92314017,용인시,언남동,456-48천,N,Y,N,210357.462,421758.74
횡단보도,92314018,용인시,언남동,375-11대,Y,Y,N,210372.238,421746.804
횡단보도,92314019,용인시,마북동,392-13대,N,Y,N,210280.188,421696.713
횡단보도,92314020,용인시,마북동,394-17천,Y,Y,N,210257.004,421653.81
횡단보도,92314021,용인시,마북동,394-18천,Y,Y,N,210252.209,421641.136
횡단보도,92314022,용인시,마북동,333-3도,N,Y,N,210079.64,421798.448
횡단보도,92314023,용인시,마북동,333-1학,Y,Y,N,210113.227,421732.01
횡단보도,92315001,용인시,언남동,342-29도,N,Y,Y,210501.176,421900.187
횡단보도,92315002,용인시,언남동,341-30답,N,Y,Y,210583.966,421880.109
횡단보도,92315003,용인시,언남동,480도,Y,Y,N,210485.013,421725.663
횡단보도,92315004,용인시,언남동,480도,Y,Y,Y,210569.431,421705.966
횡단보도,92315005,용인시,언남동,480도,Y,Y,N,210583.953,421708.914
횡단보도,92315006,용인시,언남동,412-11대,N,Y,N,210566.433,421694.973
횡단보도,92315007,용인시,언남동,399-1도,Y,Y,Y,210580.283,421685.323
횡단보도,92315008,용인시,언남동,399-1도,Y,Y,Y,210592.999,421689.362
횡단보도,92315009,용인시,언남동,414-1도,Y,N,N,210647.324,421644.717
횡단보도,92315010,용인시,언남동,494도,Y,Y,Y,210667.222,421644.479
횡단보도,92315011,용인시,언남동,378-4도,Y,Y,N,210472.149,421719.212
횡단보도,92315012,용인시,언남동,414-1도,Y,Y,Y,210707.164,421598.498
횡단보도,92315013,용인시,언남동,489도,Y,Y,Y,210723.591,421600.813
횡단보도,92315014,용인시,언남동,419-4도,N,Y,N,210750.134,421557.867
횡단보도,92315015,용인시,언남동,480도,Y,Y,N,210474.067,421736.802
횡단보도,92315016,용인시,언남동,412-2대,N,Y,Y,210561.746,421646.906
횡단보도,92317001,용인시,언남동,120-12도,N,N,N,211493.931,421971.695
횡단보도,92317002,용인시,언남동,143-1도,N,Y,N,211496.634,421580.892
횡단보도,92321001,용인시,보정동,1028-9전,N,Y,N,208802.733,421497.131
횡단보도,92321002,용인시,보정동,산 138-1임,N,Y,Y,208768.029,421482.26
횡단보도,92321003,용인시,보정동,1156도,N,Y,N,208732.363,421404.154
횡단보도,92321004,용인시,신갈동,537-44답,N,Y,N,208865.577,421084.753
횡단보도,92321008,용인시,신갈동,537-24도,Y,Y,Y,208941.362,421035.619
횡단보도,92321009,용인시,신갈동,318-8전,N,Y,N,208953.471,421036.714
횡단보도,92321010,용인시,신갈동,537-49답,N,Y,Y,208972.138,421001.409
횡단보도,92321011,용인시,신갈동,537-41답,N,Y,Y,209004.384,420977.237
횡단보도,92323001,용인시,마북동,431-1대,N,Y,N,209754.126,421512.359
횡단보도,92323002,용인시,마북동,426-46도,Y,Y,Y,209739.984,421356.581
횡단보도,92323004,용인시,신갈동,679도,Y,Y,Y,209655.957,421029.236
횡단보도,92323005,용인시,신갈동,679도,Y,Y,Y,209647.497,421008.983
횡단보도,92323006,용인시,신갈동,679도,N,Y,Y,209640.703,420985.419
횡단보도,92323007,용인시,신갈동,679도,Y,Y,Y,209606.797,421023.601
횡단보도,92323302,용인시,신갈동,721도,Y,Y,Y,209874.914,420992.588
횡단보도,92323303,용인시,신갈동,709도,Y,Y,Y,209869.466,420981.41
횡단보도,92323304,용인시,신갈동,709도,Y,Y,Y,209860.619,420996.448
횡단보도,92323305,용인시,신갈동,705도,Y,Y,Y,209948.846,421107.711
횡단보도,92323306,용인시,신갈동,705도,Y,Y,Y,209967.091,421118.958
횡단보도,92323307,용인시,신갈동,682대,Y,Y,Y,209950.828,421133.412
횡단보도,92323308,용인시,신갈동,705도,Y,Y,Y,209933.14,421122.372
횡단보도,92323309,용인시,신갈동,721도,N,Y,Y,209849.499,421083.542
횡단보도,92323310,용인시,신갈동,705도,Y,Y,Y,209844.664,421114.942
횡단보도,92323311,용인시,신갈동,705도,Y,Y,Y,209856.01,421126.776
횡단보도,92323312,용인시,신갈동,705도,Y,Y,Y,209836.239,421128.362
횡단보도,92323313,용인시,신갈동,681대,Y,Y,Y,209849.08,421135.679
횡단보도,92323314,용인시,신갈동,679도,N,Y,Y,209701.389,421159.657
횡단보도,92324001,용인시,언남동,456-11천,N,Y,N,210285.707,421489.519
횡단보도,92324301,용인시,신갈동,701도,Y,Y,Y,210412.025,421049.814
횡단보도,92324302,용인시,신갈동,701도,Y,Y,Y,210413.622,421070.546
횡단보도,92324303,용인시,신갈동,705도,Y,Y,Y,210386.019,421069.991
횡단보도,92324304,용인시,신갈동,701도,Y,Y,Y,210386.712,421045.612
횡단보도,92324305,용인시,신갈동,705도,Y,Y,Y,210343.78,421115.515
횡단보도,92324306,용인시,신갈동,705도,Y,Y,Y,210328.769,421114.596
횡단보도,92324307,용인시,신갈동,705도,Y,Y,Y,210246.385,421134.435
횡단보도,92324308,용인시,신갈동,705도,Y,Y,Y,210260.267,421142.136
횡단보도,92324309,용인시,신갈동,705도,N,Y,Y,210217.922,421144.225
횡단보도,92324310,용인시,신갈동,705도,N,Y,Y,210109.469,421127.632
횡단보도,92325001,용인시,언남동,474도,Y,Y,Y,210836.377,421507.489
횡단보도,92325002,용인시,언남동,456-43천,N,Y,Y,210733.377,421439.876
횡단보도,92325301,용인시,신갈동,701도,Y,Y,Y,210521.357,421120.445
횡단보도,92325302,용인시,신갈동,691대,Y,Y,Y,210531.212,421134.491
횡단보도,92325303,용인시,신갈동,701도,Y,Y,Y,210540.012,421120.367
횡단보도,92325304,용인시,신갈동,701도,Y,Y,Y,210530.905,421104.338
횡단보도,92326001,용인시,언남동,221-6도,N,Y,Y,210978.152,421402.787
횡단보도,92326002,용인시,언남동,221-4도,N,Y,Y,211148.036,421404.56
횡단보도,92326003,용인시,언남동,472도,Y,Y,Y,211165.776,421412.583
횡단보도,92326004,용인시,언남동,472도,Y,Y,Y,211188.705,421416.992
횡단보도,92326005,용인시,언남동,472도,Y,Y,Y,211195.095,421407.384
횡단보도,92326006,용인시,언남동,221-4도,Y,Y,Y,211169.401,421402.955
횡단보도,92326007,용인시,언남동,221-4도,N,Y,Y,211182.291,421397.546
횡단보도,92326008,용인시,언남동,255-7 도,N,Y,N,211219.395,421416.082
횡단보도,92326009,용인시,언남동,497도,Y,Y,Y,211325.542,421506.644
횡단보도,92326010,용인시,언남동,163-14도,N,N,N,211288.49,421396.35
횡단보도,92327001,용인시,언남동,169-7도,N,N,N,211446.874,421379.302
횡단보도,92327002,용인시,언남동,468-1도,Y,N,N,211499.218,421375.242
횡단보도,92327003,용인시,언남동,169-7도,N,N,N,211491.179,421368.617
횡단보도,92327004,용인시,언남동,465-1도,Y,Y,N,211344.812,421499.847
횡단보도,92327005,용인시,언남동,174-1전,N,N,N,211718.562,421368.415
횡단보도,92328001,용인시,언남동,33-3답,N,N,N,212006.691,421281.635
횡단보도,92328002,용인시,언남동,33-3답,N,N,N,212005.371,421276.443
횡단보도,92328003,용인시,언남동,34-3답,N,N,N,212021.931,421271.857
횡단보도,92328004,용인시,언남동,34-3답,N,N,N,212045.546,421265.343
횡단보도,92328005,용인시,청덕동,392-2도,Y,Y,Y,212180.881,420969.651
횡단보도,92329001,용인시,청덕동,475구,N,N,N,212459.2,421411.427
횡단보도,92331001,용인시,신갈동,388-847답,N,Y,Y,209029.93,420958.394
횡단보도,92331001,용인시,신갈동,388-847답,N,Y,Y,209029.585,420958.219
횡단보도,92331002,용인시,신갈동,388-935구,Y,Y,Y,209043.945,420959.665
횡단보도,92331003,용인시,신갈동,388-935구,N,Y,N,209061.427,420956.294
횡단보도,92332001,용인시,신갈동,608도,Y,Y,Y,209542.286,420885.638
횡단보도,92332002,용인시,신갈동,239-9도,N,Y,Y,209542.201,420865.844
횡단보도,92332003,용인시,신갈동,243-14도,N,Y,Y,209499.012,420836.4
횡단보도,92332004,용인시,신갈동,140-5전,N,Y,Y,209426.773,420820.064
횡단보도,92332005,용인시,신갈동,142-7도,N,Y,Y,209379.665,420763.822
횡단보도,92332006,용인시,신갈동,143-1도,N,Y,Y,209372.57,420752.047
횡단보도,92332007,용인시,신갈동,144-6도,N,Y,Y,209391.791,420701.378
횡단보도,92332008,용인시,신갈동,388-697구,N,Y,Y,209353.957,420661.258
횡단보도,92332009,용인시,신갈동,135-1도,Y,Y,Y,209369.407,420653.633
횡단보도,92332010,용인시,신갈동,388-685도,N,Y,Y,209354.489,420551.621
횡단보도,92332011,용인시,신갈동,388-687도,N,Y,Y,209354.83,420524.893
횡단보도,92332012,용인시,신갈동,334-21도,Y,Y,Y,209156.979,420694.628
횡단보도,92332013,용인시,신갈동,334-21도,N,Y,Y,209147.759,420713.982
횡단보도,92332014,용인시,신갈동,630-3 도,N,Y,Y,209146.838,420659.525
횡단보도,92332015,용인시,신갈동,345-20전,N,Y,Y,209150.973,420614.578
횡단보도,92332016,용인시,신갈동,374-16답,N,Y,Y,209151.844,420465.063
횡단보도,92332017,용인시,신갈동,374-12답,N,Y,Y,209164.76,420461.893
횡단보도,92332018,용인시,신갈동,374-35잡,N,Y,Y,209147.111,420411.864
횡단보도,92332019,용인시,신갈동,167-2도,N,Y,Y,209566.2,420656.439
횡단보도,92332020,용인시,신갈동,167-2도,Y,N,N,209566.461,420610.13
횡단보도,92332021,용인시,신갈동,158대,Y,N,N,209559.316,420601.743
횡단보도,92332022,용인시,신갈동,167-2도,N,Y,Y,209566.133,420543.611
횡단보도,92332023,용인시,신갈동,167-2도,Y,N,N,209566.413,420506.971
횡단보도,92332024,용인시,신갈동,167-2도,Y,Y,N,209560.039,420495.886
횡단보도,92332025,용인시,신갈동,167-7도,Y,Y,Y,209566.225,420439.224
횡단보도,92332026,용인시,신갈동,167-7도,Y,Y,Y,209554.985,420425.758
횡단보도,92332027,용인시,신갈동,167-7도,Y,Y,Y,209566.105,420412.01
횡단보도,92332028,용인시,신갈동,167-7도,Y,Y,Y,209395.117,420425.688
횡단보도,92333303,용인시,신갈동,701도,Y,Y,Y,210000.906,420870.159
횡단보도,92333304,용인시,신갈동,729도,Y,Y,Y,209980.493,420845.073
횡단보도,92333305,용인시,신갈동,167-2도,N,N,N,209663.121,420815.474
횡단보도,92333306,용인시,신갈동,167도,Y,Y,Y,209922.686,420720.073
