지형지물,관리번호,관리기관,법정동,지번,신호등유무,보도턱낮춤유무,장애인시설유무,X,Y
횡단보도,82000001,용인시,공세동,718 도,N,Y,Y,209956.397,416004.523
횡단보도,82000002,용인시,공세동,718 도,Y,Y,Y,209874.837,415812.691
횡단보도,82000003,용인시,공세동,718 도,Y,Y,Y,209849.428,415656.976
횡단보도,82000004,용인시,공세동,723 도,N,Y,Y,210162.237,416123.213
횡단보도,83000001,용인시,공세동,717 도,Y,Y,Y,210515.482,415962.84
횡단보도,83000002,용인시,공세동,717 도,Y,Y,Y,210497.218,415936.609
횡단보도,83000003,용인시,공세동,728 도,N,Y,Y,210493.875,415951.781
횡단보도,83000004,용인시,공세동,717 도,N,N,N,210289.149,415724.458
횡단보도,83000005,용인시,공세동,717 도,N,N,N,210256.633,415710.226
횡단보도,84000001,용인시,공세동,729 도,Y,Y,Y,210744.824,416206.657
횡단보도,84000002,용인시,공세동,717 도,Y,Y,Y,210764.396,416203.885
횡단보도,84000003,용인시,공세동,717 도,Y,Y,Y,210741.616,416184.612
횡단보도,85000001,용인시,공세동,694 대,Y,Y,Y,209618.441,415541.064
횡단보도,85000003,용인시,공세동,717 도,N,Y,Y,209544.985,415498.101
횡단보도,86000001,용인시,공세동,724 도,Y,Y,Y,209851.53,415644.59
횡단보도,86000002,용인시,공세동,718 도,Y,Y,Y,209836.917,415635.003
횡단보도,86000003,용인시,공세동,435대,Y,Y,Y,210055.203,415614.84
횡단보도,86000004,용인시,공세동,717 도,N,Y,Y,210070.825,415610.617
횡단보도,86000005,용인시,공세동,717 도,Y,Y,Y,210063.801,415598.772
횡단보도,86000006,용인시,공세동,산 52-3도,Y,Y,Y,210007.262,415587.355
횡단보도,86000007,용인시,공세동,718 도,Y,Y,Y,209820.608,415586.141
횡단보도,86000008,용인시,공세동,727 도,Y,Y,Y,210021.098,415572.421
횡단보도,86000010,용인시,공세동,717 도,Y,Y,Y,209837.334,415558.055
횡단보도,86000012,용인시,공세동,727 도,N,Y,N,210030.45,415538.005
횡단보도,86000013,용인시,공세동,726 도,N,Y,N,210041.407,415536.216
횡단보도,86000014,용인시,공세동,726 도,N,Y,N,210021.742,415529.774
횡단보도,91500001,용인시,왕산리,681-15도,N,N,Y,221816.122,428380.386
횡단보도,91708501,용인시,동천동,87-12임,N,Y,Y,207870.02,427659.566
횡단보도,91708502,용인시,동천동,86-8전,N,Y,Y,207954.265,427583.945
횡단보도,91709501,용인시,동천동,114-1전,N,Y,Y,208067.062,427515.338
횡단보도,91709502,용인시,동천동,787도,N,Y,Y,208188.53,427428.172
횡단보도,91709503,용인시,동천동,144-3임,N,Y,Y,208299.452,427312.483
횡단보도,91719501,용인시,동천동,777도,Y,Y,Y,208382.78,427246.416
횡단보도,91719502,용인시,동천동,144-2임,N,N,Y,208299.669,427300.607
횡단보도,91719503,용인시,동천동,777도,N,Y,Y,208387.1,427232.772
횡단보도,91719504,용인시,동천동,777도,N,Y,Y,208417.942,427209.632
횡단보도,91720501,용인시,동천동,776도,N,Y,Y,208550.665,427096.086
횡단보도,91740001,용인시,동천동,904도,Y,Y,N,208664.273,426508.744
횡단보도,91740002,용인시,동천동,904도,Y,Y,N,208665.348,426491.829
횡단보도,91740003,용인시,동천동,904도,Y,Y,Y,208664.406,426338.655
횡단보도,91740004,용인시,동천동,890도,Y,Y,Y,208641.147,426323.164
횡단보도,91740005,용인시,동천동,857도,Y,Y,Y,208663.622,426307.188
횡단보도,91740006,용인시,풍덕천동,744도,Y,Y,N,208295.621,426008.332
횡단보도,91740007,용인시,풍덕천동,746도,Y,Y,N,208309.111,425993.148
횡단보도,91740008,용인시,풍덕천동,746도,Y,Y,N,208405.916,425993.555
횡단보도,91740009,용인시,풍덕천동,857도,Y,Y,Y,208663.303,426008.773
횡단보도,91740010,용인시,풍덕천동,747도,Y,Y,Y,208644.645,425994.141
횡단보도,91740011,용인시,풍덕천동,747도,Y,Y,N,208665.459,425976.42
횡단보도,91740012,용인시,풍덕천동,746도,Y,Y,Y,208532.529,425994.37
횡단보도,91740013,용인시,동천동,892도,N,Y,Y,208575.529,426006.878
횡단보도,91740101,용인시,동천동,864대,Y,Y,Y,208295.913,426331.738
횡단보도,91740102,용인시,동천동,890도,Y,Y,Y,208309.584,426322.296
횡단보도,91740103,용인시,동천동,890도,Y,Y,Y,208294.909,426308.029
횡단보도,91740104,용인시,동천동,890도,Y,Y,Y,208421.212,426323.059
횡단보도,91740105,용인시,동천동,889도,Y,Y,Y,208492.597,426487.058
횡단보도,91740106,용인시,동천동,889도,Y,Y,Y,208492.581,426427.75
횡단보도,91740107,용인시,동천동,889도,Y,Y,Y,208492.317,426337.339
횡단보도,91740108,용인시,동천동,890도,Y,Y,Y,208481.466,426322.843
횡단보도,91740109,용인시,동천동,890도,Y,Y,Y,208552.624,426323.138
횡단보도,91740110,용인시,동천동,890도,Y,Y,Y,208558.254,426314.449
횡단보도,91740112,용인시,동천동,890도,Y,Y,Y,208295.469,426216.203
횡단보도,91740113,용인시,동천동,890도,Y,Y,Y,208295.481,426191.244
횡단보도,91740114,용인시,동천동,890도,Y,Y,Y,208295.309,426111.868
횡단보도,91740115,용인시,동천동,888도,Y,Y,Y,208284.968,426101.99
횡단보도,91740116,용인시,동천동,890도,Y,Y,Y,208294.895,426090.124
횡단보도,91740117,용인시,동천동,892도,Y,Y,Y,208309.777,426101.424
횡단보도,91740118,용인시,동천동,894도,Y,N,Y,208419.163,426095.497
횡단보도,91740119,용인시,동천동,892도,N,Y,Y,208442.394,426100.99
횡단보도,91740120,용인시,동천동,892도,N,Y,Y,208465.063,426100.995
횡단보도,91740121,용인시,동천동,892도,Y,N,Y,208563.622,426100.959
횡단보도,91740122,용인시,동천동,892도,Y,Y,N,208607.333,426164.007
횡단보도,91740123,용인시,동천동,892도,Y,Y,N,208575.415,426082.289
횡단보도,91740124,용인시,동천동,895도,Y,Y,Y,208568.013,426072.58
횡단보도,91740125,용인시,동천동,896도,Y,Y,N,208582.677,426072.611
횡단보도,91740126,용인시,동천동,892도,Y,Y,Y,208574.991,426063.227
횡단보도,91740127,용인시,동천동,892도,N,N,Y,208574.996,426037.954
횡단보도,91740128,용인시,동천동,892도,N,Y,Y,208574.993,426016.937
횡단보도,91740129,용인시,동천동,895도,N,Y,N,208569.088,426028.828
횡단보도,91740130,용인시,동천동,896도,N,Y,N,208619.399,426157.127
횡단보도,91740131,용인시,동천동,857도,N,Y,Y,208645.185,426164.22
횡단보도,91740132,용인시,동천동,890도,Y,Y,N,208430.422,426314.414
횡단보도,91740133,용인시,동천동,890도,Y,Y,N,208559.187,426331.141
횡단보도,91740134,용인시,동천동,862대,Y,Y,N,208525.491,426499.874
횡단보도,91740135,용인시,동천동,888도,N,Y,N,208567.723,426494.324
횡단보도,91746001,용인시,신봉동,922도,N,Y,Y,206832.229,425477.583
횡단보도,91746002,용인시,신봉동,922도,N,Y,Y,206797.286,425422.417
횡단보도,91746003,용인시,신봉동,145-18임,Y,Y,Y,206496.306,425433.151
횡단보도,91746004,용인시,신봉동,148-6대,Y,Y,Y,206516.737,425421.236
횡단보도,91749001,용인시,풍덕천동,744도,Y,Y,N,208226.024,425684.819
횡단보도,91749002,용인시,풍덕천동,744도,Y,Y,N,208218.057,425539.434
횡단보도,91749003,용인시,풍덕천동,772도,Y,Y,N,208206.977,425516.683
횡단보도,91749004,용인시,풍덕천동,772도,Y,Y,N,208226.837,425517.112
횡단보도,91749005,용인시,풍덕천동,772도,Y,Y,N,208078.335,425424.323
횡단보도,91750001,용인시,풍덕천동,744도,Y,Y,N,208295.143,425940.67
횡단보도,91750002,용인시,풍덕천동,744도,Y,Y,N,208286.924,425853.005
횡단보도,91750003,용인시,풍덕천동,747도,Y,Y,Y,208666.918,425743.692
횡단보도,91750004,용인시,풍덕천동,747도,Y,Y,Y,208381.268,425426.727
횡단보도,91750005,용인시,풍덕천동,747도,Y,Y,N,208350.943,425427.927
횡단보도,91750006,용인시,풍덕천동,747도,Y,Y,N,208358.108,425403.327
횡단보도,91750007,용인시,풍덕천동,747도,Y,Y,Y,208385.798,425403.17
횡단보도,91750008,용인시,풍덕천동,747도,Y,Y,N,208487.284,425540.432
횡단보도,91755001,용인시,신봉동,805-7도,Y,Y,N,206305.747,425226.801
횡단보도,91755002,용인시,신봉동,124-6도,Y,Y,Y,206412.23,425131.359
횡단보도,91756001,용인시,신봉동,872도,N,Y,Y,206533.966,425129.222
횡단보도,91756002,용인시,신봉동,158-3답,Y,Y,Y,206684.826,425263.995
횡단보도,91756003,용인시,신봉동,922도,N,Y,Y,206742.553,425316.442
횡단보도,91756004,용인시,신봉동,922도,N,Y,Y,206728.699,425290.425
횡단보도,91756005,용인시,신봉동,922도,Y,Y,Y,206702.296,425256.42
횡단보도,91756006,용인시,신봉동,산 17-1임,Y,Y,Y,206696.447,425236.458
횡단보도,91756007,용인시,신봉동,922도,N,Y,Y,206724.639,425303.565
횡단보도,91756008,용인시,신봉동,872도,N,Y,Y,206523.317,425082.034
횡단보도,91756009,용인시,신봉동,872도,Y,Y,Y,206535.817,425077.308
횡단보도,91756010,용인시,신봉동,105-15도,Y,Y,N,206542.933,425053.168
횡단보도,91756011,용인시,신봉동,40-12대,N,Y,N,206798.768,424914.343
횡단보도,91756012,용인시,신봉동,31-5도,Y,Y,N,206839.806,424871.55
횡단보도,91756013,용인시,신봉동,32-2답,Y,Y,Y,206863.705,424869.328
횡단보도,91756014,용인시,신봉동,32-1도,N,Y,N,206854.396,424848.516
횡단보도,91756015,용인시,신봉동,43-6답,Y,Y,N,206888.708,424979.474
횡단보도,91756016,용인시,신봉동,43-5도,Y,Y,N,206899.098,424984.533
횡단보도,91756017,용인시,신봉동,82-18답,Y,Y,N,206886.868,424994.978
횡단보도,91756018,용인시,신봉동,775-1도,Y,Y,N,206810.764,425067.195
횡단보도,91756019,용인시,신봉동,775-1도,Y,Y,N,206784.86,425082.956
횡단보도,91756020,용인시,신봉동,873대,Y,Y,Y,206804.549,425086.61
횡단보도,91756021,용인시,신봉동,109-4도,N,Y,N,206701.798,424972.593
횡단보도,91757001,용인시,신봉동,60-6도,Y,Y,Y,207107.393,424975.963
횡단보도,91757002,용인시,신봉동,43-5도,Y,Y,N,206964.991,424972.27
횡단보도,91757003,용인시,신봉동,873대,Y,Y,N,206952.836,424983.58
횡단보도,91757004,용인시,신봉동,43-5도,Y,Y,N,206938.952,424983.231
횡단보도,91757005,용인시,신봉동,43-5도,N,Y,N,206922.427,424992.266
횡단보도,91757101,용인시,신봉동,879도,N,Y,Y,207124.285,424967.383
횡단보도,91757102,용인시,신봉동,879도,Y,Y,Y,207195.68,424967.142
횡단보도,91757103,용인시,신봉동,879도,N,Y,Y,207203.054,424960.351
횡단보도,91757104,용인시,신봉동,879도,N,Y,Y,207261.438,424956.882
횡단보도,91757105,용인시,신봉동,879도,Y,Y,Y,207334.075,424937.025
횡단보도,91757106,용인시,신봉동,879도,Y,Y,Y,207318.301,424932.664
횡단보도,91757107,용인시,신봉동,879도,N,Y,Y,207290.972,424870.729
횡단보도,91757108,용인시,신봉동,880대,N,Y,Y,207280.299,424869.271
횡단보도,91757109,용인시,신봉동,879도,N,Y,Y,207273.683,424961.365
횡단보도,91758001,용인시,풍덕천동,775도,N,N,N,207726.255,425332.314
횡단보도,91758002,용인시,풍덕천동,1011도,Y,Y,Y,207693.555,424859.773
횡단보도,91758003,용인시,풍덕천동,1019도,Y,Y,Y,207724.25,424851.903
횡단보도,91759001,용인시,풍덕천동,775도,Y,Y,N,207932.288,425329.159
횡단보도,91759002,용인시,풍덕천동,772도,Y,Y,N,207945.964,425314.59
횡단보도,91759003,용인시,풍덕천동,772도,Y,Y,N,207961.401,425206.531
횡단보도,91759004,용인시,풍덕천동,747도,Y,Y,N,208217.367,425251.159
횡단보도,91759005,용인시,풍덕천동,747도,Y,Y,N,208190.538,425228.158
횡단보도,91759006,용인시,풍덕천동,780도,Y,Y,N,208216.928,425223.145
횡단보도,91759007,용인시,풍덕천동,747도,Y,Y,N,208044.362,425121.555
횡단보도,91759008,용인시,풍덕천동,747도,Y,Y,N,208018.452,425129.784
횡단보도,91759009,용인시,풍덕천동,747도,Y,Y,N,208017.977,425101.888
횡단보도,91759010,용인시,풍덕천동,777도,Y,Y,N,208044.672,425094.247
횡단보도,91759011,용인시,풍덕천동,777도,Y,Y,N,208092.798,425030.058
횡단보도,91759012,용인시,풍덕천동,777도,Y,Y,N,208170.19,424925.437
횡단보도,91759013,용인시,풍덕천동,779도,Y,Y,N,208187.445,424922.89
횡단보도,91759014,용인시,풍덕천동,778도,Y,Y,N,208167.455,424907.857
횡단보도,91759015,용인시,풍덕천동,777도,Y,Y,N,208185.73,424904.53
횡단보도,91760001,용인시,풍덕천동,700-1대,N,Y,N,208490.564,425288.638
횡단보도,91760002,용인시,풍덕천동,782도,N,Y,Y,208504.909,425284.492
횡단보도,91760003,용인시,풍덕천동,782도,Y,Y,Y,208557.39,425213.711
횡단보도,91760004,용인시,풍덕천동,782도,Y,Y,Y,208573.821,425191.394
횡단보도,91760005,용인시,풍덕천동,781도,Y,Y,N,208554.256,425194.687
횡단보도,91760006,용인시,풍덕천동,785도,N,Y,N,208534.141,425168.028
횡단보도,91760007,용인시,풍덕천동,781도,Y,Y,N,208447.993,425115.944
횡단보도,91760008,용인시,풍덕천동,781도,N,Y,Y,208398.495,425063.806
횡단보도,91760009,용인시,풍덕천동,781도,Y,Y,Y,208366.95,425055.502
횡단보도,91760010,용인시,풍덕천동,780도,Y,Y,N,208340.17,425056.869
횡단보도,91760011,용인시,풍덕천동,780도,Y,Y,N,208333.691,425031.451
횡단보도,91760012,용인시,풍덕천동,780도,Y,Y,Y,208360.701,425029.733
횡단보도,91760013,용인시,풍덕천동,781도,Y,Y,N,208466.523,425114.266
횡단보도,91760014,용인시,풍덕천동,786도,N,Y,N,208488.004,425086.342
횡단보도,91760015,용인시,풍덕천동,787도,N,Y,N,208485.269,425075.637
횡단보도,91760016,용인시,풍덕천동,785도,N,Y,N,208499.119,425085.799
횡단보도,91760017,용인시,풍덕천동,786도,N,Y,N,208496.234,425074.934
횡단보도,91760018,용인시,풍덕천동,786도,N,Y,N,208517.404,425045.302
횡단보도,91760019,용인시,풍덕천동,787도,N,Y,N,208515.154,425034.278
횡단보도,91760020,용인시,풍덕천동,785도,N,Y,N,208529.469,425044.795
횡단보도,91760021,용인시,풍덕천동,786도,N,Y,N,208526.399,425034.32
횡단보도,91760022,용인시,풍덕천동,786도,N,Y,N,208547.8,425004.814
횡단보도,91760023,용인시,풍덕천동,785도,N,Y,N,208559.599,425005.1
횡단보도,91760024,용인시,풍덕천동,787도,N,Y,N,208544.875,424994.189
횡단보도,91760025,용인시,풍덕천동,786도,N,Y,N,208556.66,424994.221
횡단보도,91760026,용인시,풍덕천동,789도,N,Y,Y,208578.09,424963.775
횡단보도,91760027,용인시,풍덕천동,789도,N,Y,Y,208597.695,424959.277
횡단보도,91760028,용인시,풍덕천동,791도,N,Y,Y,208595.266,424942.026
횡단보도,91760029,용인시,풍덕천동,789도,N,Y,Y,208512.477,424910.984
횡단보도,91760030,용인시,풍덕천동,790도,N,Y,Y,208526.662,424891.727
횡단보도,91760031,용인시,풍덕천동,795도,N,Y,Y,208663.499,424993.672
횡단보도,91760032,용인시,풍덕천동,785도,N,Y,Y,208648.984,425013.616
횡단보도,91760033,용인시,풍덕천동,1079도,Y,Y,Y,208460.404,424859.242
횡단보도,91760034,용인시,풍덕천동,780도,Y,Y,Y,208467.543,424881.194
횡단보도,91760035,용인시,풍덕천동,789도,Y,Y,Y,208493.103,424881.666
횡단보도,91760036,용인시,풍덕천동,780도,Y,Y,Y,208489.713,424851.972
횡단보도,91760037,용인시,풍덕천동,781도,Y,Y,N,208449.033,425129.754
횡단보도,91766001,용인시,신봉동,914도,N,N,N,206875.196,424787.373
횡단보도,91767001,용인시,신봉동,26-9도,Y,Y,Y,207038.323,424766.542
횡단보도,91767002,용인시,신봉동,27-1도,N,Y,N,207054.284,424740.296
횡단보도,91767003,용인시,신봉동,772-47천,N,Y,N,207066.498,424778.465
횡단보도,91767102,용인시,신봉동,879도,Y,Y,Y,207076.762,424766.357
횡단보도,91767103,용인시,신봉동,879도,N,Y,Y,207087.04,424754.688
횡단보도,91767104,용인시,신봉동,890천,Y,Y,Y,207075.247,424733.424
횡단보도,91767105,용인시,신봉동,879도,N,Y,Y,207208.745,424724.503
횡단보도,91767106,용인시,신봉동,879도,N,Y,Y,207220.688,424708.573
횡단보도,91767107,용인시,신봉동,901도,N,Y,Y,207192.404,424586.555
횡단보도,91767108,용인시,신봉동,901도,Y,Y,Y,207190.62,424573.144
횡단보도,91767109,용인시,신봉동,905대,Y,Y,Y,207174.431,424574.613
횡단보도,91767110,용인시,신봉동,901도,Y,Y,Y,207288.761,424469.539
횡단보도,91767111,용인시,신봉동,896도,Y,Y,Y,207315.99,424478.525
횡단보도,91767112,용인시,신봉동,906도,Y,Y,Y,207295.497,424448.94
횡단보도,91767113,용인시,신봉동,896도,N,Y,Y,207345.523,424563.831
횡단보도,91768001,용인시,신봉동,879도,N,Y,Y,207507.701,424664.423
횡단보도,91768002,용인시,신봉동,1011도,N,Y,Y,207458.558,424561.489
횡단보도,91768003,용인시,풍덕천동,1011도,Y,Y,Y,207418.082,424427.616
횡단보도,91768004,용인시,신봉동,901도,Y,Y,Y,207388.197,424423.329
횡단보도,91768005,용인시,풍덕천동,1011도,Y,Y,Y,207403.513,424392.443
횡단보도,91768006,용인시,풍덕천동,1011도,Y,Y,Y,207432.442,424399.62
횡단보도,91768051,용인시,풍덕천동,1046도,N,Y,N,207754.59,424619.612
횡단보도,91768052,용인시,풍덕천동,1019도,N,Y,N,207775.961,424765.203
횡단보도,91768053,용인시,풍덕천동,1019도,Y,Y,Y,207777.141,424778.693
횡단보도,91768054,용인시,풍덕천동,1046도,Y,Y,Y,207747.342,424509.762
횡단보도,91768055,용인시,풍덕천동,1046도,N,Y,Y,207742.847,424499.295
횡단보도,91768056,용인시,풍덕천동,1048도,N,Y,N,207764.847,424502.214
횡단보도,91768057,용인시,풍덕천동,1045도,Y,Y,Y,207719.286,424327.646
횡단보도,91768058,용인시,풍덕천동,1119도,Y,Y,N,207703.257,424302.708
횡단보도,91768059,용인시,풍덕천동,1045도,Y,Y,Y,207602.062,424316.953
횡단보도,91768101,용인시,신봉동,879도,N,Y,Y,207376.919,424686.334
횡단보도,91768102,용인시,신봉동,879도,Y,Y,Y,207365.021,424680.301
횡단보도,91768103,용인시,신봉동,879도,Y,Y,Y,207375.087,424669.133
횡단보도,91768104,용인시,신봉동,879도,Y,Y,Y,207387.419,424677.05
횡단보도,91768106,용인시,신봉동,896도,Y,Y,Y,207358.554,424579.595
횡단보도,91768107,용인시,신봉동,896도,Y,Y,Y,207375.047,424587.443
횡단보도,91768108,용인시,신봉동,896도,N,Y,Y,207410.437,424568.888
횡단보도,91768110,용인시,신봉동,896도,N,Y,Y,207395.262,424574.655
횡단보도,91768111,용인시,신봉동,896도,N,Y,Y,207355.224,424538.466
횡단보도,91769051,용인시,풍덕천동,1046도,Y,Y,Y,207833.008,424669.692
횡단보도,91769052,용인시,풍덕천동,1019도,Y,Y,Y,207838.162,424693.336
횡단보도,91769053,용인시,풍덕천동,1046도,Y,Y,Y,207871.747,424697.484
횡단보도,91769054,용인시,풍덕천동,1046도,Y,Y,Y,207932.611,424738.573
횡단보도,91769055,용인시,풍덕천동,1046도,N,Y,N,207932.365,424751.315
횡단보도,91769056,용인시,풍덕천동,1019도,N,Y,N,207794.476,424771.351
횡단보도,91769057,용인시,풍덕천동,1046도,Y,Y,Y,208052.423,424824.521
횡단보도,91769058,용인시,풍덕천동,1046도,N,Y,N,208053.323,424837.804
횡단보도,91769059,용인시,풍덕천동,1104대,N,Y,N,208088.473,424576.528
횡단보도,91769060,용인시,풍덕천동,1045도,Y,Y,Y,208184.255,424659.882
횡단보도,91769061,용인시,풍덕천동,1050도,N,Y,N,207806.218,424446.109
횡단보도,91769062,용인시,풍덕천동,1046도,Y,Y,Y,207805.443,424427.266
횡단보도,91769063,용인시,풍덕천동,1045도,Y,Y,Y,207848.318,424419.654
횡단보도,91769064,용인시,풍덕천동,1045도,Y,Y,Y,207798.584,424384.258
횡단보도,91769065,용인시,풍덕천동,1114도,Y,Y,Y,207841.149,424377.544
횡단보도,91769066,용인시,풍덕천동,1045도,N,Y,N,207885.263,424426.305
횡단보도,91770001,용인시,풍덕천동,780도,N,Y,N,208562.87,424723.958
횡단보도,91770004,용인시,풍덕천동,620-3도,Y,Y,Y,208649.396,424638.912
횡단보도,91770005,용인시,풍덕천동,780-2도,Y,Y,Y,208620.851,424644.92
횡단보도,91770006,용인시,풍덕천동,1173-1도,Y,Y,N,208675.347,424579.678
횡단보도,91770007,용인시,풍덕천동,1173도,N,Y,N,208638.859,424497.001
횡단보도,91770008,용인시,풍덕천동,1168대,Y,Y,N,208599.307,424401.494
횡단보도,91770009,용인시,풍덕천동,1173도,Y,Y,N,208575.392,424398.715
횡단보도,91770010,용인시,풍덕천동,1173도,N,Y,N,208663.733,424540.268
횡단보도,91770051,용인시,풍덕천동,1068도,Y,Y,Y,208288.877,424761.145
횡단보도,91770052,용인시,풍덕천동,1045도,Y,Y,Y,208287.158,424733.756
횡단보도,91770053,용인시,풍덕천동,1083도,Y,Y,Y,208314.932,424728.015
횡단보도,91770054,용인시,풍덕천동,1045도,Y,Y,Y,208314.662,424754.092
횡단보도,91770055,용인시,풍덕천동,1083도,Y,Y,Y,208343.758,424688.602
횡단보도,91770056,용인시,풍덕천동,1081도,Y,Y,Y,208363.508,424687.526
횡단보도,91770057,용인시,풍덕천동,1081도,Y,Y,Y,208415.287,424724.123
횡단보도,91770058,용인시,풍덕천동,1083도,Y,Y,Y,208356.883,424667.636
횡단보도,91770059,용인시,풍덕천동,1083도,Y,Y,Y,208392.069,424618.824
횡단보도,91770060,용인시,풍덕천동,1083도,N,Y,Y,208390.289,424602.672
횡단보도,91770061,용인시,풍덕천동,1083도,Y,Y,Y,208505.181,424703.1
횡단보도,91770062,용인시,풍덕천동,1086대,N,Y,N,208480.358,424650.352
횡단보도,91770063,용인시,풍덕천동,1124도,Y,Y,Y,208346.344,424422.464
횡단보도,91770064,용인시,풍덕천동,1083도,Y,Y,N,208504.224,424680.751
횡단보도,91775001,용인시,성복동,727도,Y,Y,Y,206112.033,424205.196
횡단보도,91775002,용인시,성복동,727도,Y,Y,Y,206129.403,424210.511
횡단보도,91775003,용인시,성복동,727도,Y,Y,Y,206136.238,424193.451
횡단보도,91775004,용인시,성복동,727도,Y,Y,Y,206113.693,424191.255
횡단보도,91775005,용인시,성복동,733도,N,Y,Y,206083.019,424165.787
횡단보도,91775006,용인시,성복동,727도,Y,Y,Y,206403.078,424083.77
횡단보도,91775007,용인시,성복동,727도,N,Y,Y,206420.047,424091.56
횡단보도,91776001,용인시,성복동,96-3도,Y,Y,Y,206783.361,424020.607
횡단보도,91776002,용인시,성복동,97-17도,Y,Y,Y,206814.575,424017.865
횡단보도,91776003,용인시,성복동,99-3전,N,Y,Y,206896.27,424022.206
횡단보도,91776004,용인시,성복동,99-11도,N,Y,Y,206891.789,424032.162
횡단보도,91776005,용인시,성복동,171-1전,Y,Y,Y,206789.091,423981.565
횡단보도,91776006,용인시,성복동,84대,Y,Y,Y,206832.589,423818.901
횡단보도,91776007,용인시,성복동,84대,Y,Y,Y,206849.079,423817.076
횡단보도,91776008,용인시,성복동,91-9도,Y,Y,Y,206837.97,423800.319
횡단보도,91777001,용인시,풍덕천동,1036도,Y,Y,Y,207256.866,424050.189
횡단보도,91777002,용인시,성복동,71-10도,Y,Y,Y,207064.823,423768.063
횡단보도,91777003,용인시,풍덕천동,719-3도,Y,Y,Y,207204.108,423980.407
횡단보도,91777004,용인시,성복동,719-3도,Y,Y,Y,207178.648,423969.513
횡단보도,91777005,용인시,풍덕천동,1185도,N,Y,N,207231.013,423939.559
횡단보도,91777006,용인시,풍덕천동,1185도,N,Y,N,207304.233,423917.941
횡단보도,91777007,용인시,풍덕천동,1185도,N,Y,N,207299.088,423910.223
횡단보도,91777008,용인시,성복동,54-10대,N,Y,N,207170.036,423856.896
횡단보도,91777009,용인시,성복동,58-4대,N,Y,N,207161.406,423836.575
횡단보도,91777051,용인시,성복동,719-2도,Y,Y,Y,207114.658,424013.674
횡단보도,91777052,용인시,성복동,747도,Y,Y,Y,207094.133,424003.865
횡단보도,91777053,용인시,성복동,719-2도,Y,Y,Y,207099.964,423987.911
횡단보도,91777054,용인시,성복동,719-2도,Y,Y,Y,207118.308,423991.688
횡단보도,91777055,용인시,성복동,741대,Y,Y,Y,207137.887,424050.51
횡단보도,91777056,용인시,성복동,719-2도,Y,Y,N,207150.607,424049.65
횡단보도,91777057,용인시,풍덕천동,1039도,N,Y,Y,207277.611,424025.288
횡단보도,91777058,용인시,풍덕천동,1039도,N,Y,Y,207288.931,424038.599
횡단보도,91777059,용인시,풍덕천동,1184도,N,Y,Y,207343.479,424091.968
횡단보도,91777102,용인시,성복동,747도,N,Y,Y,207085.622,423958.877
횡단보도,91777103,용인시,성복동,749도,N,Y,Y,207074.65,423955.234
횡단보도,91778001,용인시,풍덕천동,1185도,N,Y,N,207462.088,424079.211
횡단보도,91778002,용인시,풍덕천동,646-5도,Y,Y,N,207764.619,424190.95
횡단보도,91778003,용인시,풍덕천동,1185도,N,Y,N,207445.15,423990.114
횡단보도,91778004,용인시,풍덕천동,1185도,N,Y,N,207357.597,423945.502
횡단보도,91778005,용인시,풍덕천동,654-2도,Y,Y,N,207541.778,423842.346
횡단보도,91778006,용인시,성복동,21-2도,N,Y,N,207401.965,423774.268
횡단보도,91778007,용인시,풍덕천동,562-16도,Y,N,N,207581.197,423851.618
횡단보도,91778008,용인시,상현동,607-40천,N,N,N,207710.796,423857.177
횡단보도,91778009,용인시,상현동,1대,N,N,N,207713.311,423845.428
횡단보도,91778010,용인시,풍덕천동,555-2도,N,Y,N,207741.283,424000.927
횡단보도,91778051,용인시,풍덕천동,1119도,Y,Y,N,207767.313,424202.971
횡단보도,91778052,용인시,풍덕천동,1118도,Y,Y,N,207778.488,424201.463
횡단보도,91778053,용인시,풍덕천동,1119도,Y,Y,N,207774.638,424190.287
횡단보도,91778054,용인시,풍덕천동,1128-1대,Y,Y,N,207762.938,423944.962
횡단보도,91778055,용인시,풍덕천동,1041잡,N,N,N,207395.242,424172.384
횡단보도,91779001,용인시,풍덕천동,1173도,N,Y,Y,208204.243,424038.472
횡단보도,91779002,용인시,상현동,10-4답,Y,Y,N,207838.006,423801.571
횡단보도,91779003,용인시,상현동,11-8답,Y,Y,N,207826.361,423788.258
횡단보도,91779004,용인시,풍덕천동,220-1도,Y,Y,Y,208170.209,423969.86
횡단보도,91779005,용인시,풍덕천동,220-1도,Y,Y,Y,208175.605,423955.614
횡단보도,91779006,용인시,풍덕천동,220-8도,Y,Y,Y,208149.63,423936.635
횡단보도,91779051,용인시,풍덕천동,1128-1대,Y,Y,N,207884.597,423938.555
횡단보도,91779052,용인시,풍덕천동,1128대,Y,Y,N,207888.033,423931.836
횡단보도,91779053,용인시,풍덕천동,1118도,Y,Y,Y,207847.602,424250.709
횡단보도,91779054,용인시,풍덕천동,1118도,Y,Y,Y,207891.62,424282.59
횡단보도,91779055,용인시,풍덕천동,1124도,Y,Y,Y,207982.437,424179.928
횡단보도,91779056,용인시,풍덕천동,1124도,Y,Y,Y,207980.252,424151.968
횡단보도,91779057,용인시,풍덕천동,1133도,Y,Y,Y,208006.887,424146.454
횡단보도,91779058,용인시,풍덕천동,1124도,Y,Y,Y,208007.462,424172.133
