,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,위도,경도,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,파워타입,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
2542,용인시 초원마을성원상떼빌,PI000774,02,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221011135706,20221011125336,20221009070907,20221011125336,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2543,용인시 초원마을성원상떼빌,PI000774,03,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221004192848,20221004142748,20221003104912,20221004142748,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2544,용인시 초원마을성원상떼빌,PI000774,04,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221009163304,20221009131513,20221009122359,20221009131513,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2545,용인시 초원마을성원상떼빌,PI000774,05,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221008224145,20221008191608,20221008094249,20221008191608,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2546,용인시 초원마을성원상떼빌,PI000774,06,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221011153931,20221011152603,20221011153634,20221011152603,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2547,용인시 초원마을성원상떼빌,PI000774,07,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221010230246,20221010211314,20221010143730,20221010211314,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2548,용인시 초원마을성원상떼빌,PI000774,08,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221010152813,20221010123848,20221010091845,20221010123848,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2549,용인시 초원마을성원상떼빌,PI000774,09,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221011021247,20221010230957,20221010162020,20221010230957,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2550,용인시 초원마을성원상떼빌,PI000774,10,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221010043536,20221009213252,20221009150232,20221009213252,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2551,용인시 초원마을성원상떼빌,PI000774,11,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221006041320,20221006000129,20221004100506,20221006000129,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2552,용인시 초원마을성원상떼빌,PI000774,12,02,경기도 용인시 기흥구 기흥로116번길 100,"1주차장 B2(C구역), 2주차장 B2(B구역), 3주차장 B2(동편 D, 서편 A)",24시간 이용가능,37.2893741,127.1256929,PI,차지비,차지비,1600-4047,2,20221007225247,20221007181056,20221007103700,20221007181056,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2553,용인시 수지구 만현마을5단지아파트 ,PI000778,01,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221010051857,20221010031843,20221006210817,20221010031843,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2554,용인시 수지구 만현마을5단지아파트 ,PI000778,02,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221003001318,20220428013116,20220428091817,20220428013116,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2555,용인시 수지구 만현마을5단지아파트 ,PI000778,03,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221001220410,20220330174112,20220331095838,20220330174112,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2556,용인시 수지구 만현마을5단지아파트 ,PI000778,04,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221003015451,20220928162354,20220928162401,20220327210916,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2557,용인시 수지구 만현마을5단지아파트 ,PI000778,05,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221010194228,20221010170357,20221010193947,20221010170357,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2558,용인시 수지구 만현마을5단지아파트 ,PI000778,06,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221011003309,20221010192921,20221009101837,20221010192921,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2559,용인시 수지구 만현마을5단지아파트 ,PI000778,07,02,경기도 용인시 수지구 만현로 79,null,24시간 이용가능,37.309296421406,127.08712480,PI,차지비,차지비,1600-4047,2,20221005053424,20221005004930,20220930072653,20221005004930,,,,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
2560,물푸레마을 경남아너스빌,PI121408,01,02,"경기도 용인시 기흥구 구성로 470 (청덕동, 물푸레마을경남아너스빌아파트)",null,~,37.2976,127.153,PI,차지비,차지비,1600-4047,2,20221009052834,20220913173334,20220909224356,20220913173334,,,,41,41460,H0,H001,N,,N,,N,
2561,물푸레마을 경남아너스빌,PI121408,02,02,"경기도 용인시 기흥구 구성로 470 (청덕동, 물푸레마을경남아너스빌아파트)",null,~,37.2976,127.153,PI,차지비,차지비,1600-4047,2,20221011135157,20220729110108,20220729140955,20220729110108,,,,41,41460,H0,H001,N,,N,,N,
2562,이스트팰리스4단지아파트,PI121420,01,02,"경기도 용인시 수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지)",null,~,37.3356,127.085,PI,차지비,차지비,1600-4047,3,20221011152251,20220810201917,20220809214901,20220810201917,,,,41,41460,H0,H001,N,,N,,N,
2563,이스트팰리스4단지아파트,PI121420,02,02,"경기도 용인시 수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지)",null,~,37.3356,127.085,PI,차지비,차지비,1600-4047,2,20221011052723,20220923193421,20220808050739,20220923193421,,,,41,41460,H0,H001,N,,N,,N,
2564,이스트팰리스4단지아파트,PI121420,03,02,"경기도 용인시 수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지)",null,~,37.3356,127.085,PI,차지비,차지비,1600-4047,2,20221011105613,20220924120922,20220924204504,20220924120922,,,,41,41460,H0,H001,N,,N,,N,
2565,이스트팰리스4단지아파트,PI121420,04,02,"경기도 용인시 수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지)",null,~,37.3356,127.085,PI,차지비,차지비,1600-4047,2,20221010001642,20221007194927,20221007232920,20221007194927,,,,41,41460,H0,H001,N,,N,,N,
2566,이스트팰리스4단지아파트,PI121420,05,02,"경기도 용인시 수지구 동천로153번길 6 (동천동, 한빛마을래미안이스트팰리스4단지)",null,~,37.3356,127.085,PI,차지비,차지비,1600-4047,2,20221011084622,20221010124749,20220926205006,20221010124749,,,,41,41460,H0,H001,N,,N,,N,
2567,원천마을 푸르지오아파트,PI121425,01,02,"경기도 용인시 수지구 고기로 3 (동천동, 원천마을푸르지오아파트) 101동~103동",null,~,37.3424,127.101,PI,차지비,차지비,1600-4047,2,20221010082857,20220911145715,20220808210407,20220911145715,,,,41,41460,H0,H001,N,,N,,N,
2568,용인성복힐스테이트3차아파트,PI121466,01,02,"경기도 용인시 수지구 성복2로 220 (성복동, 버들치마을힐스테이트3차)",null,~,37.321,127.064,PI,차지비,차지비,1600-4047,2,20221011033408,20220913080800,20220912235154,20220913080800,,,,41,41460,H0,H001,N,,N,,N,
2569,용인성복힐스테이트3차아파트,PI121466,02,02,"경기도 용인시 수지구 성복2로 220 (성복동, 버들치마을힐스테이트3차)",null,~,37.321,127.064,PI,차지비,차지비,1600-4047,2,20221011101101,20220912204548,20220912204512,20220912204548,,,,41,41460,H0,H001,N,,N,,N,
2570,용인성복힐스테이트3차아파트,PI121466,03,02,"경기도 용인시 수지구 성복2로 220 (성복동, 버들치마을힐스테이트3차)",null,~,37.321,127.064,PI,차지비,차지비,1600-4047,2,20221011141713,20221005194934,20220912183438,20221005194934,,,,41,41460,H0,H001,N,,N,,N,
2571,용인성복힐스테이트3차아파트,PI121466,04,02,"경기도 용인시 수지구 성복2로 220 (성복동, 버들치마을힐스테이트3차)",null,~,37.321,127.064,PI,차지비,차지비,1600-4047,3,20221011131518,20220913004713,20220911180717,20221011131429,,,,41,41460,H0,H001,N,,N,,N,
2572,참솔마을 월드메르디앙아파트,PI121477,01,02,"경기도 용인시 기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙)",null,~,37.2649,127.154,PI,차지비,차지비,1600-4047,2,20221011151746,20220930200025,20220914021639,20220930200025,,,,41,41460,H0,H001,N,,N,,N,
2573,참솔마을 월드메르디앙아파트,PI121477,02,02,"경기도 용인시 기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙)",null,~,37.2649,127.154,PI,차지비,차지비,1600-4047,2,20221011002521,20221010140847,20221010164408,20221010140847,,,,41,41460,H0,H001,N,,N,,N,
2574,참솔마을 월드메르디앙아파트,PI121477,03,02,"경기도 용인시 기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙)",null,~,37.2649,127.154,PI,차지비,차지비,1600-4047,2,20221011151746,20221010132614,20221010194246,20221010132614,,,,41,41460,H0,H001,N,,N,,N,
2575,참솔마을 월드메르디앙아파트,PI121477,04,02,"경기도 용인시 기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙)",null,~,37.2649,127.154,PI,차지비,차지비,1600-4047,2,20221011152242,20220921162012,20220921205707,20220921162012,,,,41,41460,H0,H001,N,,N,,N,
2576,참솔마을 월드메르디앙아파트,PI121477,05,02,"경기도 용인시 기흥구 동백죽전대로 283 (중동, 참솔마을월드메르디앙)",null,~,37.2649,127.154,PI,차지비,차지비,1600-4047,3,20221011153932,20221006182419,20221006214150,20221006182419,,,,41,41460,H0,H001,N,,N,,N,
2577,서그내마을SKVIEW아파트,PI121546,01,02,"경기도 용인시 기흥구 예현로 15 (서천동, 서그내마을에스케이아파트) 101동~108동",null,~,37.2445,127.072,PI,차지비,차지비,1600-4047,2,20221010095213,20221002055828,20220724163056,20221002055828,,,,41,41460,H0,H001,N,,N,,N,
2578,서그내마을SKVIEW아파트,PI121546,02,02,"경기도 용인시 기흥구 예현로 15 (서천동, 서그내마을에스케이아파트) 101동~108동",null,~,37.2445,127.072,PI,차지비,차지비,1600-4047,2,20221011060100,20220810180320,20220809153247,20220810180320,,,,41,41460,H0,H001,N,,N,,N,
2579,서그내마을SKVIEW아파트,PI121546,03,02,"경기도 용인시 기흥구 예현로 15 (서천동, 서그내마을에스케이아파트) 101동~108동",null,~,37.2445,127.072,PI,차지비,차지비,1600-4047,2,20221011053944,20221003100415,20221003190429,20221003100415,,,,41,41460,H0,H001,N,,N,,N,
2580,서그내마을SKVIEW아파트,PI121546,04,02,"경기도 용인시 기흥구 예현로 15 (서천동, 서그내마을에스케이아파트) 101동~108동",null,~,37.2445,127.072,PI,차지비,차지비,1600-4047,3,20221011145306,20220810140924,20220809134449,20220810140924,,,,41,41460,H0,H001,N,,N,,N,
2581,서그내마을SKVIEW아파트,PI121546,05,02,"경기도 용인시 기흥구 예현로 15 (서천동, 서그내마을에스케이아파트) 101동~108동",null,~,37.2445,127.072,PI,차지비,차지비,1600-4047,3,20221011144343,20221001213912,20220810212514,20221001213912,,,,41,41460,H0,H001,N,,N,,N,
2582,수지동문굿모닝힐5차아파트,PI121550,01,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,2,20221010234702,20221009131402,20221009184206,20221009131402,,7,단독,41,41460,H0,H001,N,,N,,N,
2583,수지동문굿모닝힐5차아파트,PI121550,02,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,2,20221011072655,20220912125618,20220912152044,20220912125618,,7,단독,41,41460,H0,H001,N,,N,,N,
2584,수지동문굿모닝힐5차아파트,PI121550,03,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,2,20221011005046,20220913112717,20220911195250,20220913112717,,,,41,41460,H0,H001,N,,N,,N,
2585,수지동문굿모닝힐5차아파트,PI121550,04,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2586,수지동문굿모닝힐5차아파트,PI121550,05,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2587,수지동문굿모닝힐5차아파트,PI121550,06,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2588,수지동문굿모닝힐5차아파트,PI121550,07,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2589,수지동문굿모닝힐5차아파트,PI121550,08,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2590,수지동문굿모닝힐5차아파트,PI121550,09,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2591,수지동문굿모닝힐5차아파트,PI121550,10,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2592,수지동문굿모닝힐5차아파트,PI121550,11,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,1,20221001220428,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2593,수지동문굿모닝힐5차아파트,PI121550,12,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,2,20221010233834,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2594,수지동문굿모닝힐5차아파트,PI121550,13,02,"경기도 용인시 수지구 동천로 64 (동천동, 동천마을동문굿모닝힐5차아파트) 501동~515동",지하 1층 515동 3-4라인,24시간 이용가능,37.34,127.096,PI,차지비,차지비,1600-4047,2,20221008181803,,,,,7,단독,41,41460,H0,H001,N,,N,,N,
2595,이동읍화산C.C,PI121883,01,02,"경기도 용인시 처인구 이동읍 화산로 239 (화산리, 화산C.C)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221010061934,20220713073759,20220709121853,20220713073759,,,,41,41460,E0,E004,N,,N,,N,
2596,어정마을동백아이파크,PI121901,01,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011060124,20221010061221,20220807104423,20221010060920,,,,41,41460,H0,H001,N,,N,,N,
2597,어정마을동백아이파크,PI121901,02,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011090313,20220826221639,20220721220241,20220826221639,,,,41,41460,H0,H001,N,,N,,N,
2598,어정마을동백아이파크,PI121901,03,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011074448,20220928003150,20220709171325,20220928003150,,,,41,41460,H0,H001,N,,N,,N,
2599,어정마을동백아이파크,PI121901,04,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221010215526,20221010183525,20221009105232,20221010183525,,,,41,41460,H0,H001,N,,N,,N,
2600,어정마을동백아이파크,PI121901,05,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221010051939,20220911144534,20220911192328,20220911144534,,,,41,41460,H0,H001,N,,N,,N,
2601,어정마을동백아이파크,PI121901,06,02,"경기도 용인시 기흥구 언동로217번길 11 (중동, 동백아이파크아파트)",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011055241,20220730190617,20220517181249,20220730190617,,,,41,41460,H0,H001,N,,N,,N,
2602,고림동금평마을영화아파트,PI121953,01,02,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011052642,20220807230322,20220801120724,20220807230322,,,,41,41460,,,N,,N,,N,
2603,고림동금평마을영화아파트,PI121953,02,02,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221010052324,20220810192909,20220810153604,20220810192909,,,,41,41460,,,N,,N,,N,
2604,고림동금평마을영화아파트,PI121953,03,02,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221009203329,20220806160057,20220723103755,20220806160057,,,,41,41460,,,N,,N,,N,
2605,고림동금평마을영화아파트,PI121953,04,02,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동",null,~,37.3854,126.932,PI,차지비,차지비,1600-4047,2,20221011055205,20220808081049,20220808111018,20220808081049,,,,41,41460,,,N,,N,,N,
2606,신봉마을자이2차아파트,PI121980,01,02,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",null,~,37.3288,127.075,PI,차지비,차지비,1600-4047,2,20221008225109,20221008204736,20221008174137,20221008204736,,,,41,41460,,,N,,N,,N,
2607,신봉마을자이2차아파트,PI121980,02,02,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",null,~,37.3288,127.075,PI,차지비,차지비,1600-4047,2,20221011150758,20221011141316,20221011150601,20221011141316,,,,41,41460,,,N,,N,,N,
2608,신봉마을자이2차아파트,PI121980,03,02,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",null,~,37.3288,127.075,PI,차지비,차지비,1600-4047,2,20221010230235,20221010194336,20221010171310,20221010194336,,,,41,41460,,,N,,N,,N,
2609,신봉마을자이2차아파트,PI121980,04,02,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",null,~,37.3288,127.075,PI,차지비,차지비,1600-4047,2,20221011133746,20221008205027,20221009102145,20221008205027,,,,41,41460,,,N,,N,,N,
2610,신봉마을자이2차아파트,PI121980,05,02,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",null,~,37.3288,127.075,PI,차지비,차지비,1600-4047,2,20221008120832,20221005195045,20221005205512,20221005195045,,,,41,41460,,,N,,N,,N,
2611,차지비 테스트충전소,PI200629,01,02,경기도 용인시 처인구 모현읍 모산로 43,테스트용,테스트용,37.348032977,127.25557090,PI,차지비,차지비,1600-4047,1,20221011145351,20220923134722,20220818183557,,,7,단독,41,41460,H0,H003,Y,테스트용,Y,테스트용,N,
2612,차지비 테스트충전소,PI200629,02,02,경기도 용인시 처인구 모현읍 모산로 43,테스트용,테스트용,37.348032977,127.25557090,PI,차지비,차지비,1600-4047,1,20221011145351,20220627143831,20220627145941,,,7,단독,41,41460,H0,H003,Y,테스트용,Y,테스트용,N,
2613,수지푸르지오월드마크상가,PI201003,01,02,"경기도 용인시 수지구 포은대로 467 (풍덕천동, 수지푸르지오월드마크)",지하 1층 A36,24시간 이용가능,37.3237,127.101,PI,차지비,차지비,1600-4047,2,20221011121055,20220828111246,20220828143218,20220828111246,,7,단독,41,41460,E0,E006,N,,N,,N,
2614,수지푸르지오월드마크상가,PI201003,02,02,"경기도 용인시 수지구 포은대로 467 (풍덕천동, 수지푸르지오월드마크)",지하 1층 A36,24시간 이용가능,37.3237,127.101,PI,차지비,차지비,1600-4047,2,20221011121055,,,,,7,단독,41,41460,E0,E006,N,,N,,N,
2615,수지푸르지오월드마크상가,PI201003,03,02,"경기도 용인시 수지구 포은대로 467 (풍덕천동, 수지푸르지오월드마크)",지하 1층 A36,24시간 이용가능,37.3237,127.101,PI,차지비,차지비,1600-4047,2,20221011121055,,,,,7,단독,41,41460,E0,E006,N,,N,,N,
2616,수지푸르지오월드마크상가,PI201003,04,02,"경기도 용인시 수지구 포은대로 467 (풍덕천동, 수지푸르지오월드마크)",지하 1층 A36,24시간 이용가능,37.3237,127.101,PI,차지비,차지비,1600-4047,2,20221011121055,,,,,7,단독,41,41460,E0,E006,N,,N,,N,
2617,용인일신레져,PI201572,01,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,2,20221010230209,20220928080633,20220722152230,20220928080633,,7,단독,41,41460,E0,E004,Y,,N,,N,
2618,용인일신레져,PI201572,02,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,2,20221011125457,20221002105550,20220828194652,20221002105550,,7,단독,41,41460,E0,E004,Y,,N,,N,
2619,용인일신레져,PI201572,03,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,1,20221001220422,,,,,7,단독,41,41460,E0,E004,Y,,N,,N,
2620,용인일신레져,PI201572,04,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,1,20221001220422,,,,,7,단독,41,41460,E0,E004,Y,,N,,N,
2621,용인일신레져,PI201572,05,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,1,20221001220422,,,,,7,단독,41,41460,E0,E004,Y,,N,,N,
2622,용인일신레져,PI201572,06,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,1,20221001220422,,,,,7,단독,41,41460,E0,E004,Y,,N,,N,
2623,용인일신레져,PI201572,07,02,"경기도 용인시 처인구 이동읍 이원로 225 (묵리, 신원C.C)",클럽하우스 주차장,24시간 이용가능,37.1854,127.238,PI,차지비,차지비,1600-4047,1,20221001220422,,,,,7,단독,41,41460,E0,E004,Y,,N,,N,
2624,한국지엠명지서비스,PI201600,01,02,경기도 용인시 처인구 명지로 254 (남동),null,24시간 이용가능,37.227000,127.203000,PI,차지비,차지비,1600-4047,2,20221011045224,20220728140127,20220728141901,20220728140127,,,,41,41460,F0,F001,N,,N,,N,
2625,현대성우5차아파트,PI202323,01,02,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동",지하 2층 51,24시간 이용가능,37.3082,127.084,PI,차지비,차지비,1600-4047,2,20221010053608,20220902193447,20220804181241,20220902193447,,7,단독,41,41460,H0,H001,Y,입주민 등 거주자 외 출입 제한,N,,N,
2626,현대성우5차아파트,PI202323,02,02,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동",지하 2층 51,24시간 이용가능,37.3082,127.084,PI,차지비,차지비,1600-4047,2,20221011060102,20220816160529,20220805201653,20220816160529,,7,단독,41,41460,H0,H001,Y,입주민 등 거주자 외 출입 제한,N,,N,
2627,현대성우5차아파트,PI202323,03,02,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동",지하 2층 51,24시간 이용가능,37.3082,127.084,PI,차지비,차지비,1600-4047,2,20221011001141,20220816155651,20220809184915,20220816155651,,7,단독,41,41460,H0,H001,Y,입주민 등 거주자 외 출입 제한,N,,N,
2628,현대성우5차아파트,PI202323,04,02,"경기도 용인시 수지구 상현로 119-6 (상현동, 상현마을성우5차아파트) 101동~104동",지하 2층 51,24시간 이용가능,37.3082,127.084,PI,차지비,차지비,1600-4047,1,20221001220430,20220531112653,20220524171602,,,7,단독,41,41460,H0,H001,Y,입주민 등 거주자 외 출입 제한,N,,N,
