,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,위도,경도,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,파워타입,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
226,동일하이빌4단지(409동),EP220036,01,02,경기도 용인시 수지구 신봉3로12번길 9,409동 B2F주차장,24시간 이용가능,37.3274622,127.0661412,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223809,20220930080923,20221001121030,20220930201023,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
227,동일하이빌4단지(409동),EP220036,02,02,경기도 용인시 수지구 신봉3로12번길 9,409동 B2F주차장,24시간 이용가능,37.3274622,127.0661412,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225451,20220916110918,20220917050934,20220916230018,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
228,동일하이빌4단지(409동),EP220036,03,02,경기도 용인시 수지구 신봉3로12번길 9,409동 B2F주차장,24시간 이용가능,37.3274622,127.0661412,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011070852,20221010121034,20221010021041,20221010225803,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
229,동일하이빌4단지(413동),EP220037,01,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B2F주차장,24시간 이용가능,37.3286346,127.0642241,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010023617,20221008101032,20221008011016,20221008103532,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
230,동일하이빌4단지(413동),EP220037,02,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B2F주차장,24시간 이용가능,37.3286346,127.0642241,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010132948,20220923080948,20220923030931,20221010103741,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
231,동일하이빌4단지(413동),EP220037,03,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B2F주차장,24시간 이용가능,37.3286346,127.0642241,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223104,20221009041007,20221009061057,20220924191439,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
232,동일하이빌4단지(401동),EP220038,01,02,경기도 용인시 수지구 신봉3로12번길 9,401동 B1F 29기둥,24시간 이용가능,37.3298955,127.065252,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010212805,20221009121003,20221009041023,20221010152550,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
233,동일하이빌4단지(401동),EP220038,02,02,경기도 용인시 수지구 신봉3로12번길 9,401동 B1F 29기둥,24시간 이용가능,37.3298955,127.065252,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011065540,20221009081032,20221009101029,20221011010218,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
234,동일하이빌4단지(401동),EP220038,11,02,경기도 용인시 수지구 신봉3로12번길 9,401동 B1F 29기둥,24시간 이용가능,37.3298955,127.065252,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009224621,20221008111050,20221009041058,20221008231350,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
235,동일하이빌4단지(405동),EP220039,01,02,경기도 용인시 수지구 신봉3로12번길 9,405동 B2F 16기둥,24시간 이용가능,37.330219920,127.06486220,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011023300,20221006121047,20221006021010,20221010213540,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
236,동일하이빌4단지(405동),EP220039,02,02,경기도 용인시 수지구 신봉3로12번길 9,405동 B2F 16기둥,24시간 이용가능,37.330219920,127.06486220,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010211015,20221009091008,20221009111053,20221010175915,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
237,동일하이빌4단지(405동),EP220039,11,02,경기도 용인시 수지구 신봉3로12번길 9,405동 B2F 16기둥,24시간 이용가능,37.330219920,127.06486220,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011040517,20221010071013,20221010071017,20221010210930,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
238,동일하이빌4단지(413동),EP220040,01,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B1F 20기둥,24시간 이용가능,37.329102793,127.06491280,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223729,20221008121045,20221008011003,20221008122745,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
239,동일하이빌4단지(413동),EP220040,02,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B1F 20기둥,24시간 이용가능,37.329102793,127.06491280,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011011419,20221010021025,20221010111020,20221010214929,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
240,동일하이빌4단지(413동),EP220040,11,02,경기도 용인시 수지구 신봉3로12번길 9,413동 B1F 20기둥,24시간 이용가능,37.329102793,127.06491280,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010100007,20221009091006,20221009101027,20221009224238,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
241,동일하이빌4단지6(410동),EP220041,01,02,경기도 용인시 수지구 신봉3로12번길 9,410동 B2F 13기둥,24시간 이용가능,37.3276968,127.0656337,EP,이카플러그,이카플러그,1833-4577,2,20221011143442,20221009081018,20221009101004,20221011121321,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
242,동일하이빌4단지6(410동),EP220041,02,02,경기도 용인시 수지구 신봉3로12번길 9,410동 B2F 13기둥,24시간 이용가능,37.3276968,127.0656337,EP,이카플러그,이카플러그,1833-4577,2,20221010202737,20221009021023,20221009041014,20221010172029,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
243,동일하이빌4단지6(410동),EP220041,11,02,경기도 용인시 수지구 신봉3로12번길 9,410동 B2F 13기둥,24시간 이용가능,37.3276968,127.0656337,EP,이카플러그,이카플러그,1833-4577,2,20221010010222,20221008101028,20221009011026,20221009201211,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
244,동일하이빌4단지7(406동),EP220042,01,02,경기도 용인시 수지구 신봉3로12번길 9,406동 B3F 14기둥,24시간 이용가능,37.3285258,127.0655103,EP,이카플러그,이카플러그,1833-4577,2,20221011075717,20221007101045,20221008051024,20221011002427,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
245,동일하이빌4단지7(406동),EP220042,02,02,경기도 용인시 수지구 신봉3로12번길 9,406동 B3F 14기둥,24시간 이용가능,37.3285258,127.0655103,EP,이카플러그,이카플러그,1833-4577,2,20221009224546,20221003081059,20221004031002,20220925205651,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
246,동일하이빌4단지7(406동),EP220042,11,02,경기도 용인시 수지구 신봉3로12번길 9,406동 B3F 14기둥,24시간 이용가능,37.3285258,127.0655103,EP,이카플러그,이카플러그,1833-4577,2,20221010023827,20220813120857,20220813120818,20220506210629,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
247,동일하이빌4단지(412동),EP220043,01,02,경기도 용인시 수지구 신봉3로12번길 9,412동 B3F 08기둥,24시간 이용가능,37.328282996,127.06465258,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011061639,20220930110919,20221001011035,20221010213118,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
248,동일하이빌4단지(412동),EP220043,02,02,경기도 용인시 수지구 신봉3로12번길 9,412동 B3F 08기둥,24시간 이용가능,37.328282996,127.06465258,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223109,20221008111048,20221009081003,20221008231648,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
249,동일하이빌4단지(412동),EP220043,11,02,경기도 용인시 수지구 신봉3로12번길 9,412동 B3F 08기둥,24시간 이용가능,37.328282996,127.06465258,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011075117,,,,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
250,이스트팰리스 4단지1(A2주차장),EP220067,01,02,경기도 용인시 수지구 동천로153번길 6,A2주차장 B2F 018기둥,24시간 이용가능,37.336456032,127.08644772,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011152914,20221011071053,20221011081025,20221011142104,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
251,이스트팰리스 4단지1(A2주차장),EP220067,11,02,경기도 용인시 수지구 동천로153번길 6,A2주차장 B2F 018기둥,24시간 이용가능,37.336456032,127.08644772,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225841,20221006111037,20221007061022,20221006230337,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
252,이스트팰리스 4단지2(B2F 41C1기둥),EP220068,01,02,경기도 용인시 수지구 동천로153번길 6,B2F 41C1기둥,24시간 이용가능,37.336280230,127.08509543,EP,이카플러그,(주)이카플러그,1833-4577,3,20221011150817,20221007061032,20221007081015,20221007182932,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
253,이스트팰리스 4단지2(B2F 41C1기둥),EP220068,02,02,경기도 용인시 수지구 동천로153번길 6,B2F 41C1기둥,24시간 이용가능,37.336280230,127.08509543,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010234049,20221008051018,20221008061019,20221010193723,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
254,이스트팰리스 4단지2(B2F 41C1기둥),EP220068,11,02,경기도 용인시 수지구 동천로153번길 6,B2F 41C1기둥,24시간 이용가능,37.336280230,127.08509543,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011063514,20221009081036,20221010021003,20221010221639,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
255,이스트팰리스 4단지3(E1주차장),EP220069,01,02,경기도 용인시 수지구 동천로153번길 6,E1주차장 B1F 002기둥,24시간 이용가능,37.335776138,127.08441780,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011023516,20220921040958,20220921060941,20220921162158,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
256,이스트팰리스 4단지3(E1주차장),EP220069,02,02,경기도 용인시 수지구 동천로153번길 6,E1주차장 B1F 002기둥,24시간 이용가능,37.335776138,127.08441780,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010195603,20221010011038,20221010011027,20221010184857,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
257,이스트팰리스 4단지3(E1주차장),EP220069,11,02,경기도 용인시 수지구 동천로153번길 6,E1주차장 B1F 002기둥,24시간 이용가능,37.335776138,127.08441780,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011023438,20221008101003,20221009121020,20221010163501,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
258,이스트팰리스 4단지4(C3주차장),EP220070,01,02,경기도 용인시 수지구 동천로153번길 6,C3주차장 2층 커뮤티입구,24시간 이용가능,37.335441865,127.08565869,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010042756,20221008041032,20221009031042,20221009205833,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
259,이스트팰리스 4단지4(C3주차장),EP220070,11,02,경기도 용인시 수지구 동천로153번길 6,C3주차장 2층 커뮤티입구,24시간 이용가능,37.335441865,127.08565869,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010205908,20221010021023,20221010051005,20221010185444,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
260,수지벽산1단지아파트1(P1주차장),EP220089,01,02,경기도 용인시 수지구 용구대로2771번길 68,"P1주차장 B1F 102, 103동 계단옆",24시간 이용가능,37.336317506,127.10589257,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011075010,20221005101012,20221005111014,20220930205534,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
261,수지벽산1단지아파트1(P1주차장),EP220089,11,02,경기도 용인시 수지구 용구대로2771번길 68,"P1주차장 B1F 102, 103동 계단옆",24시간 이용가능,37.336317506,127.10589257,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010210607,20221010061025,20221010061026,20221010184943,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
262,수지벽산1단지아파트2(P2주차장),EP220090,01,02,경기도 용인시 수지구 용구대로2771번길 68,"P2주차장 B1F 104, 105, 106동 계단옆",24시간 이용가능,37.336480134,127.10539628,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225728,20221008101036,20221009041043,20221008220036,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
263,수지벽산1단지아파트2(P2주차장),EP220090,11,02,경기도 용인시 수지구 용구대로2771번길 68,"P2주차장 B1F 104, 105, 106동 계단옆",24시간 이용가능,37.336480134,127.10539628,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223007,20221009121051,20221009041041,20221009004551,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
264,수지벽산1단지아파트3(P3주차장),EP220091,01,02,경기도 용인시 수지구 용구대로2771번길 68,"P3주차장 B1F 108, 109동 계단 옆",24시간 이용가능,37.336814176,127.10465198,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009224435,20220930030917,20220930090941,20220930033717,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
265,수지벽산1단지아파트3(P3주차장),EP220091,11,02,경기도 용인시 수지구 용구대로2771번길 68,"P3주차장 B1F 108, 109동 계단 옆",24시간 이용가능,37.336814176,127.10465198,EP,이카플러그,(주)이카플러그,1833-4577,3,20221011153056,20221010091034,20221011101056,20221010215434,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
266,효천마을 신안인스빌1(1주차장),EP220105,01,02,경기도 용인시 처인구 모현읍 문현로 330,1주차장 A05기둥,24시간 이용가능,37.336841321,127.24487246,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223107,20220915080942,20220916040947,20220915205242,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
267,효천마을 신안인스빌1(1주차장),EP220105,02,02,경기도 용인시 처인구 모현읍 문현로 330,1주차장 A05기둥,24시간 이용가능,37.336841321,127.24487246,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225230,20221007031059,20221008121003,20221007154959,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
268,효천마을 신안인스빌1(1주차장),EP220105,11,02,경기도 용인시 처인구 모현읍 문현로 330,1주차장 A05기둥,24시간 이용가능,37.336841321,127.24487246,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225344,20221008101009,20221008021046,20221008103009,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
269,효천마을 신안인스빌2(2주차장),EP220106,01,02,경기도 용인시 처인구 모현읍 문현로 330,2주차장 B1F B01기둥,24시간 이용가능,37.336740032,127.24592159,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010193508,20221008091036,20221009041028,20221010151742,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
270,효천마을 신안인스빌2(2주차장),EP220106,11,02,경기도 용인시 처인구 모현읍 문현로 330,2주차장 B1F B01기둥,24시간 이용가능,37.336740032,127.24592159,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223758,20221009061020,20221009091001,20221009064820,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
271,효천마을 신안인스빌3(3주차장),EP220107,01,02,경기도 용인시 처인구 모현읍 문현로 330,3주차장 E6기둥,24시간 이용가능,37.336003113,127.24499387,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010033929,20221007081000,20221008041015,20221010021212,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
272,효천마을 신안인스빌3(3주차장),EP220107,02,02,경기도 용인시 처인구 모현읍 문현로 330,3주차장 E6기둥,24시간 이용가능,37.336003113,127.24499387,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011064334,20221007071053,20221007101034,20221007191053,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
273,효천마을 신안인스빌3(3주차장),EP220107,03,02,경기도 용인시 처인구 모현읍 문현로 330,3주차장 E6기둥,24시간 이용가능,37.336003113,127.24499387,EP,이카플러그,(주)이카플러그,1833-4577,3,20221011150206,20221010031012,20221010081031,20221010153512,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
274,효천마을 신안인스빌3(3주차장),EP220107,11,02,경기도 용인시 처인구 모현읍 문현로 330,3주차장 E6기둥,24시간 이용가능,37.336003113,127.24499387,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225115,20221005021059,20221005041026,20221008012906,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
275,효천마을 신안인스빌3(3주차장),EP220107,12,02,경기도 용인시 처인구 모현읍 문현로 330,3주차장 E6기둥,24시간 이용가능,37.336003113,127.24499387,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011015104,20221009061017,20221009101014,20221010224305,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
276,양우내안에 에듀퍼스트1(203동),EP220126,01,02,경기도 용인시 처인구 경안천로 196-1,203동 A55기둥,24시간 이용가능,37.249462971,127.21983745,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225804,20221007071013,20221007091022,20221007190313,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
277,양우내안에 에듀퍼스트1(203동),EP220126,11,02,경기도 용인시 처인구 경안천로 196-1,203동 A55기둥,24시간 이용가능,37.249462971,127.21983745,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010002745,20221008081049,20221009121048,20221009202804,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
278,양우내안에 에듀퍼스트2(202동),EP220127,01,02,경기도 용인시 처인구 경안천로 196-1,202동 A02기둥,24시간 이용가능,37.248968215,127.21939644,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011075020,20221001011023,20221001011049,20220930132413,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
279,양우내안에 에듀퍼스트2(202동),EP220127,11,02,경기도 용인시 처인구 경안천로 196-1,202동 A02기둥,24시간 이용가능,37.248968215,127.21939644,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011091041,20221010051011,20221010081048,20221011083748,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
280,양우내안에 에듀퍼스트3(206동),EP220128,01,02,경기도 용인시 처인구 경안천로 196-1,206동 A25기둥,24시간 이용가능,37.248202438,127.21933786,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011101646,20221006091016,20221006111042,20221011084405,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
281,양우내안에 에듀퍼스트3(206동),EP220128,11,02,경기도 용인시 처인구 경안천로 196-1,206동 A25기둥,24시간 이용가능,37.248202438,127.21933786,EP,이카플러그,(주)이카플러그,1833-4577,3,20221011143428,20220929040920,20220929050926,20221011143427,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
282,양우내안에 에듀퍼스트4(207동),EP220129,01,02,경기도 용인시 처인구 경안천로 196-1,207동 B04기둥,24시간 이용가능,37.247786726,127.22000165,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225838,20221007081036,20221007121009,20221007083036,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
283,양우내안에 에듀퍼스트4(207동),EP220129,11,02,경기도 용인시 처인구 경안천로 196-1,207동 B04기둥,24시간 이용가능,37.247786726,127.22000165,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010023656,20221009121034,20221009051040,20221009125434,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
284,양우내안에 에듀퍼스트5(217동),EP220130,01,02,경기도 용인시 처인구 경안천로 196-1,"217동 1,2라인",24시간 이용가능,37.248190683,127.22081435,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009223449,20220602100614,20220603070612,20220602225114,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
285,양우내안에 에듀퍼스트5(217동),EP220130,11,02,경기도 용인시 처인구 경안천로 196-1,"217동 1,2라인",24시간 이용가능,37.248190683,127.22081435,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011023539,20220816020846,20220817010844,20220816143246,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
286,양우내안에 에듀퍼스트6(휘트니스),EP220131,01,02,경기도 용인시 처인구 경안천로 196-1,휘트니스,24시간 이용가능,37.248687408,127.22019588,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011004723,20221009071009,20221009091010,20221010195524,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
287,양우내안에 에듀퍼스트6(휘트니스),EP220131,02,02,경기도 용인시 처인구 경안천로 196-1,휘트니스,24시간 이용가능,37.248687408,127.22019588,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011104458,20221010051013,20221009091006,20221011101254,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
288,양우내안에 에듀퍼스트6(휘트니스),EP220131,03,02,경기도 용인시 처인구 경안천로 196-1,휘트니스,24시간 이용가능,37.248687408,127.22019588,EP,이카플러그,(주)이카플러그,1833-4577,2,20221011111439,20221010101001,20221011011018,20221011094110,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
289,동백동일하이빌아파트1(D주차장),EP220132,01,02,경기도 용인시 기흥구 동백중앙로 312,D주차장,24시간 이용가능,37.278512481,127.15770246,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009225113,20221008061028,20221008081039,20221008184728,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
290,동백동일하이빌아파트1(D주차장),EP220132,11,02,경기도 용인시 기흥구 동백중앙로 312,D주차장,24시간 이용가능,37.278512481,127.15770246,EP,이카플러그,(주)이카플러그,1833-4577,2,20221010231457,20220925090938,20220925110950,20221010211723,,7,동시,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
291,동백동일하이빌아파트2(E주차장),EP220133,01,02,경기도 용인시 기흥구 동백중앙로 312,E주차장,24시간 이용가능,37.277909880,127.15687808,EP,이카플러그,(주)이카플러그,1833-4577,2,20221009224806,20221004071012,20221005121049,20220929192055,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
292,동백동일하이빌아파트3(F주차장 B1F),EP220134,01,02,경기도 용인시 기흥구 동백중앙로 312,F주차장 B1F,24시간 이용가능,37.278307365,127.15610088,EP,이카플러그,(주)이카플러그,1833-4577,9,20220907161310,20220904080937,20220904090956,20220904204937,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
293,동백동일하이빌아파트4(F주차장 B2F ),EP220135,01,02,경기도 용인시 기흥구 동백중앙로 312,F주차장 B2F,24시간 이용가능,37.278685533,127.15630463,EP,이카플러그,(주)이카플러그,1833-4577,9,20220907113810,20220905040941,20220905060911,20220906143455,,7,단독,41,41460,H0,H001,Y,,Y,거주자외 출입제한,N,
294,LIG넥스원 용인하우스 충전소,EP220257,01,02,경기도 용인시 기흥구 마북로 207,건물앞 주차장,외부인 사용불가,37.308117217,127.1277414,EP,이카플러그,이카플러그,1833-4577,3,20221011140915,20221007061045,20221007081031,20221007181045,,7,단독,41,41460,G0,G004,Y,방문등록 후 이용가능,Y,외부인 사용불가(방문등록 후 사용가능),N,
295,LIG 용인하우스 급속충전소,EP220258,01,04,경기도 용인시 기흥구 마북로 207,건물앞 주차장,외부인 사용불가,37.308117217,127.1277414,EP,이카플러그,이카플러그,1833-4577,2,20221009225536,20220922070943,20220922080936,20220922191943,,100,동시,41,41460,G0,G004,Y,방문등록 후 이용가능,Y,외부인 사용불가(방문등록 후 사용가능),N,
296,LIG 용인하우스 급속충전소,EP220258,02,04,경기도 용인시 기흥구 마북로 207,건물앞 주차장,외부인 사용불가,37.308117217,127.1277414,EP,이카플러그,이카플러그,1833-4577,2,20221009225524,20220919010926,20220919010906,20220919130926,,100,동시,41,41460,G0,G004,Y,방문등록 후 이용가능,Y,외부인 사용불가(방문등록 후 사용가능),N,
297,LIG 용인하우스 급속충전소,EP220258,11,04,경기도 용인시 기흥구 마북로 207,건물앞 주차장,외부인 사용불가,37.308117217,127.1277414,EP,이카플러그,이카플러그,1833-4577,2,20221009225536,20220928020930,20220928030943,20220915165746,,100,동시,41,41460,G0,G004,Y,방문등록 후 이용가능,Y,외부인 사용불가(방문등록 후 사용가능),N,
298,LIG 용인하우스 급속충전소,EP220258,12,04,경기도 용인시 기흥구 마북로 207,건물앞 주차장,외부인 사용불가,37.308117217,127.1277414,EP,이카플러그,이카플러그,1833-4577,2,20221009225524,20221007011035,20221007011056,20221007130435,,100,동시,41,41460,G0,G004,Y,방문등록 후 이용가능,Y,외부인 사용불가(방문등록 후 사용가능),N,
299,용인 성동마을LG빌리지6차아파트1 충전소,EP220283,01,02,경기도 용인시 수지구 성복2로 158,"1주차장 (601,602동) B1f B05 기둥옆기둥",24시간 이용가능,37.317454074,127.06994564,EP,이카플러그,이카플러그,1833-4577,2,20221011023337,,,,,7,단독,41,41460,I0,H001,Y,,N,거주자외 출입제한,N,
300,용인 성동마을LG빌리지6차아파트1 충전소,EP220283,11,02,경기도 용인시 수지구 성복2로 158,"1주차장 (601,602동) B1f B05 기둥옆기둥",24시간 이용가능,37.317454074,127.06994564,EP,이카플러그,이카플러그,1833-4577,2,20221010163352,20221004101011,20221005021032,20221010140347,,7,단독,41,41460,I0,H001,Y,,N,거주자외 출입제한,N,
301,용인 성동마을LG빌리지6차아파트2 충전소,EP220284,01,02,경기도 용인시 수지구 성복2로 158,"2주차장(603,604동) B1f",24시간 이용가능,37.318044164,127.07009284,EP,이카플러그,이카플러그,1833-4577,2,20221009225146,20221004061004,20221004081048,20221008111249,,7,단독,41,41460,H0,H001,Y,,N,거주자외 출입제한,N,
302,용인 성동마을LG빌리지6차아파트2 충전소,EP220284,02,02,경기도 용인시 수지구 성복2로 158,"2주차장(603,604동) B1f",24시간 이용가능,37.318044164,127.07009284,EP,이카플러그,이카플러그,1833-4577,3,20221011143311,20221011061018,20221011091042,20221011065218,,7,단독,41,41460,H0,H001,Y,,N,거주자외 출입제한,N,
303,용인 성동마을LG빌리지6차아파트2 충전소,EP220284,11,02,경기도 용인시 수지구 성복2로 158,"2주차장(603,604동) B1f",24시간 이용가능,37.318044164,127.07009284,EP,이카플러그,이카플러그,1833-4577,2,20221011063851,20221006061048,20221007021041,20221010202307,,7,단독,41,41460,H0,H001,Y,,N,거주자외 출입제한,N,
304,용인 성동마을LG빌리지6차아파트4 충전소,EP220285,01,02,경기도 용인시 수지구 성복2로 158,4주차장(606동) B1f C3기둥옆,24시간 이용가능,37.318873560,127.06933774,EP,이카플러그,이카플러그,1833-4577,2,20221010235208,20221010011021,20221010031044,20221010221009,,7,단독,41,41460,H0,H001,Y,,N,거주자외 출입제한,N,
305,용인 성동마을LG빌리지6차아파트4 충전소,EP220285,02,02,경기도 용인시 수지구 성복2로 158,4주차장(606동) B1f C3기둥옆,24시간 이용가능,37.318873560,127.06933774,EP,이카플러그,이카플러그,1833-4577,2,20221009225228,20220909070951,20220909080948,,,7,단독,41,41460,H0,H001,Y,,N,거주자외 출입제한,N,
