노선번호,노선명,노선별정류장순번,정류장번호,정류장명,위도,경도,데이터기준일
250000802,8-S,44,250026690,만천주공A,37.884260,127.759380,2021-09-09
250000802,8-S,45,250026920,춘천여고앞,37.886100,127.761710,2021-09-09
250000802,8-S,46,250026917,강원고앞,37.895190,127.755230,2021-09-09
250000900,9,1,250001211,후평동종점,37.893240,127.748670,2021-09-09
250000900,9,2,250026618,공단입구,37.890860,127.749960,2021-09-09
250000900,9,3,250001562,동광주유소,37.889880,127.751710,2021-09-09
250000900,9,4,250026602,동광길입구,37.888580,127.751050,2021-09-09
250000900,9,5,250001505,동광오거리,37.885260,127.749470,2021-09-09
250000900,9,6,250001277,후평환승센터,37.883500,127.748630,2021-09-09
250000900,9,7,250001295,포스코더샵A,37.881620,127.748500,2021-09-09
250000900,9,8,250001786,충인교회,37.879540,127.750010,2021-09-09
250000900,9,9,250001853,일성트루엘A,37.877490,127.748490,2021-09-09
250000900,9,10,250002238,푸른언덕공원,37.876190,127.745520,2021-09-09
250000900,9,11,250001750,강원대학병원,37.874710,127.742920,2021-09-09
250000900,9,12,250001678,춘천청소년수련관,37.874370,127.740980,2021-09-09
250000900,9,13,250001230,중부지구대,37.875790,127.737870,2021-09-09
250000900,9,14,250001545,동부시장,37.876590,127.734280,2021-09-09
250000900,9,15,250002226,봉의초교,37.875110,127.729480,2021-09-09
250000900,9,16,250001492,문화예술회관,37.873000,127.726900,2021-09-09
250000900,9,17,250002028,모아엘가A,37.872050,127.723620,2021-09-09
250000900,9,18,250001987,방송통신대입구,37.873260,127.721160,2021-09-09
250000900,9,19,250001351,춘천중학교정문,37.873980,127.718100,2021-09-09
250000900,9,20,250001352,춘천중학교,37.874870,127.717180,2021-09-09
250000900,9,21,250001348,춘천초등학교,37.876080,127.720960,2021-09-09
250000900,9,22,250001847,중앙시장환승센터,37.877490,127.724200,2021-09-09
250000900,9,23,250001849,중앙시장,37.878500,127.725480,2021-09-09
250000900,9,24,250001885,인성병원,37.881090,127.726590,2021-09-09
250000900,9,25,250001371,춘천농협,37.883650,127.723280,2021-09-09
250000900,9,26,250002164,서부시장,37.885810,127.724040,2021-09-09
250000900,9,27,250002113,소양로2가,37.889140,127.725060,2021-09-09
250000900,9,28,250002242,번개시장,37.892050,127.726260,2021-09-09
250000900,9,29,250002120,소양2교,37.899590,127.728580,2021-09-09
250000900,9,30,250001532,두미르A,37.902020,127.728210,2021-09-09
250000900,9,31,250002109,소양중학교,37.906100,127.724630,2021-09-09
250000900,9,32,250001373,소양고등학교,37.907750,127.723740,2021-09-09
250000900,9,33,250001161,사농현대A,37.910900,127.722660,2021-09-09
250000900,9,34,250002218,우두로입구,37.913530,127.722050,2021-09-09
250000900,9,35,250001911,육림랜드,37.916180,127.721570,2021-09-09
250000900,9,36,250001415,청소년수련원,37.922460,127.721250,2021-09-09
250000900,9,37,250001925,위도입구,37.924410,127.721220,2021-09-09
250000900,9,38,250002069,신동,37.927010,127.721650,2021-09-09
250000900,9,39,250002065,신동초교,37.929760,127.722000,2021-09-09
250000900,9,40,250002067,신동삼거리,37.931960,127.722320,2021-09-09
250000900,9,41,250026839,신동교,37.934670,127.720870,2021-09-09
250000900,9,42,250002071,신동배터,37.937330,127.715700,2021-09-09
250000900,9,43,250001158,용산1리,37.939300,127.714280,2021-09-09
250000900,9,44,250001783,(구)102보충대,37.941240,127.712210,2021-09-09
250000900,9,45,250001973,용산1리,37.942810,127.710890,2021-09-09
250000900,9,46,250001966,용산3리,37.946220,127.707240,2021-09-09
250000900,9,47,250001968,용산2리취수장,37.950140,127.700550,2021-09-09
250000900,9,48,250001155,용산2리,37.960370,127.681840,2021-09-09
250000900,9,49,250001970,한강수력본부,37.962520,127.678930,2021-09-09
250000900,9,50,250001689,고탄입구,37.964460,127.677050,2021-09-09
250000900,9,51,250001153,고탄입구,37.966240,127.674650,2021-09-09
250000900,9,52,250001368,춘천댐종점,37.974230,127.666540,2021-09-09
250000900,9,53,250001369,춘천댐종점,37.974010,127.666420,2021-09-09
250000900,9,54,250001021,고탄입구,37.966080,127.674660,2021-09-09
250000900,9,55,250001690,고탄입구,37.964370,127.676340,2021-09-09
250000900,9,56,250001971,한강수력본부,37.962610,127.678590,2021-09-09
250000900,9,57,250001154,용산2리,37.960410,127.681480,2021-09-09
250000900,9,58,250001969,용산2리취수장,37.949550,127.700980,2021-09-09
250000900,9,59,250001967,용산3리,37.945810,127.707340,2021-09-09
250000900,9,60,250001974,용산1리,37.942730,127.710660,2021-09-09
250000900,9,61,250001784,(구)102보충대,37.940780,127.712400,2021-09-09
250000900,9,62,250001157,용산1리,37.939130,127.714200,2021-09-09
250000900,9,63,250002072,신동배터,37.936660,127.716200,2021-09-09
250000900,9,64,250002068,신동초등학교,37.931870,127.722030,2021-09-09
250000900,9,65,250002066,신동초교,37.929920,127.721750,2021-09-09
250000900,9,66,250002070,신동보급대,37.927770,127.721410,2021-09-09
250000900,9,67,250001926,위도입구,37.924940,127.721000,2021-09-09
250000900,9,68,250027129,인형극장앞,37.921050,127.721060,2021-09-09
250000900,9,69,250001912,육림공원,37.917560,127.721190,2021-09-09
250000900,9,70,250002219,우두로입구,37.913300,127.721870,2021-09-09
250000900,9,71,250002220,사농현대A,37.910790,127.722440,2021-09-09
250000900,9,72,250001374,소양고등학교,37.907810,127.723510,2021-09-09
250000900,9,73,250002110,소양중학교,37.905130,127.724990,2021-09-09
250000900,9,74,250001533,두미르A,37.902650,127.727390,2021-09-09
250000900,9,75,250002121,사우사거리,37.899960,127.728350,2021-09-09
250000900,9,76,250002115,소양로1가,37.891460,127.725720,2021-09-09
250000900,9,77,250001640,근화초교,37.888160,127.724620,2021-09-09
250000900,9,78,250001372,춘천농협,37.884460,127.723370,2021-09-09
250000900,9,79,250001886,소양로우체국,37.881080,127.726180,2021-09-09
250000900,9,80,250002029,명동입구,37.879710,127.726680,2021-09-09
250000900,9,81,250001848,중앙시장/중앙초교,37.878350,127.724990,2021-09-09
250000900,9,82,250001202,중앙시장환승센터,37.877070,127.723080,2021-09-09
250000900,9,83,250001349,춘천시보건소,37.876210,127.720840,2021-09-09
250000900,9,84,250001353,춘천중학교,37.875270,127.717690,2021-09-09
250000900,9,85,250001350,엘타워/미소지움,37.874040,127.717030,2021-09-09
250000900,9,86,250001986,미소지움/방송대,37.873290,127.720140,2021-09-09
250000900,9,87,250002027,모아엘가A,37.872120,127.723060,2021-09-09
250000900,9,88,250001493,문화예술회관,37.872940,127.727120,2021-09-09
250000900,9,89,250001356,현진에버빌3차,37.875070,127.729860,2021-09-09
250000900,9,90,250001544,동부시장,37.876320,127.733450,2021-09-09
250000900,9,91,250001229,중부지구대,37.875410,127.738320,2021-09-09
250000900,9,92,250001677,춘천청소년수련관,37.874040,127.741350,2021-09-09
250000900,9,93,250001749,강원대학병원,37.874760,127.743130,2021-09-09
250000900,9,94,250002237,푸른언덕공원,37.876360,127.746250,2021-09-09
250000900,9,95,250001205,후평중학교,37.877330,127.748380,2021-09-09
250000900,9,96,250001785,신한은행후평동지점,37.879270,127.750440,2021-09-09
250000900,9,97,250001292,포스코더샵A,37.880610,127.749480,2021-09-09
250000900,9,98,250001278,후평환승센터,37.883540,127.748920,2021-09-09
250000900,9,99,250001506,동광오거리,37.884700,127.749470,2021-09-09
250000900,9,100,250001242,춘천도매물류마트,37.887650,127.750910,2021-09-09
250000900,9,101,250001491,문화주택,37.889330,127.751690,2021-09-09
250000900,9,102,250026617,공단입구,37.891010,127.749900,2021-09-09
250000900,9,103,250001212,후평동종점,37.893770,127.748850,2021-09-09
250001000,10,1,250026520,한림성심대학교,37.898350,127.755130,2021-09-09
250001000,10,2,250001755,강원중학교,37.895090,127.755840,2021-09-09
250001000,10,3,250026778,장학교차로,37.893860,127.755620,2021-09-09
250001000,10,4,250001754,강동농협장학지점,37.891770,127.753170,2021-09-09
250001000,10,5,250026617,공단입구,37.891010,127.749900,2021-09-09
250001000,10,6,250001563,도민일보,37.890510,127.744850,2021-09-09
250001000,10,7,250001540,동산A,37.889210,127.742110,2021-09-09
250001000,10,8,250002229,봉의A,37.886750,127.744890,2021-09-09
250001000,10,9,250002124,세경3차,37.884840,127.744150,2021-09-09
250001000,10,10,250001547,동보빌리지,37.883720,127.741080,2021-09-09
250001000,10,11,250002127,한림대학교,37.883500,127.738310,2021-09-09
250001000,10,12,250001262,향교,37.881500,127.734660,2021-09-09
250001000,10,13,250001358,춘천시청별관,37.881640,127.732580,2021-09-09
250001000,10,14,250001746,강원일보,37.882550,127.728510,2021-09-09
250001000,10,15,250002029,명동입구,37.879710,127.726680,2021-09-09
250001000,10,16,250001848,중앙시장/중앙초교,37.878350,127.724990,2021-09-09
250001000,10,17,250001202,중앙시장환승센터,37.877070,127.723080,2021-09-09
250001000,10,18,250001349,춘천시보건소,37.876210,127.720840,2021-09-09
250001000,10,19,250001353,춘천중학교,37.875270,127.717690,2021-09-09
250001000,10,20,250001350,엘타워/미소지움,37.874040,127.717030,2021-09-09
250001000,10,21,250001986,미소지움/방송대,37.873290,127.720140,2021-09-09
250001000,10,22,250002027,모아엘가A,37.872120,127.723060,2021-09-09
250001000,10,23,250001626,남부시장,37.870630,127.726000,2021-09-09
250001000,10,24,250026603,수협,37.869730,127.727910,2021-09-09
250001000,10,25,250002023,양우A,37.868310,127.730520,2021-09-09
250001000,10,26,250002239,춘천지방법원,37.866090,127.734140,2021-09-09
250001000,10,27,250001751,춘천사회혁신센터,37.864160,127.736270,2021-09-09
250001000,10,28,250002136,석사A,37.862810,127.739040,2021-09-09
250001000,10,29,250002148,석사4거리,37.861150,127.743260,2021-09-09
250001000,10,30,250002147,석사교회,37.859610,127.744830,2021-09-09
250001000,10,31,250001386,교육대학교,37.857180,127.747100,2021-09-09
250001000,10,32,250001526,거두리부영A,37.855610,127.751540,2021-09-09
250001000,10,33,250001717,성우오스타A,37.856140,127.754860,2021-09-09
250001000,10,34,250000004,거두리주공A,37.856860,127.759440,2021-09-09
250001000,10,35,250001744,거두1리,37.859510,127.760040,2021-09-09
250001000,10,36,250000005,강원지방경찰청,37.862550,127.758650,2021-09-09
250001000,10,37,250001644,그랜드A,37.866830,127.756300,2021-09-09
250001000,10,38,250002144,석사대우A,37.869080,127.756380,2021-09-09
250001000,10,39,250001418,동아/청구A,37.870260,127.754330,2021-09-09
250001000,10,40,250001203,후평3동우체국,37.872440,127.752680,2021-09-09
250001000,10,41,250002235,보안사거리,37.875340,127.752610,2021-09-09
250001000,10,42,250001804,우미린후문,37.877210,127.751930,2021-09-09
250001000,10,43,250001785,신한은행후평동지점,37.879270,127.750440,2021-09-09
250001000,10,44,250001292,포스코더샵A,37.880610,127.749480,2021-09-09
250001000,10,45,250001278,후평환승센터,37.883540,127.748920,2021-09-09
250001000,10,46,250001506,동광오거리,37.884700,127.749470,2021-09-09
250001000,10,47,250001242,춘천도매물류마트,37.887650,127.750910,2021-09-09
250001000,10,48,250001491,문화주택,37.889330,127.751690,2021-09-09
250001000,10,49,250001753,강동농협장학지점,37.891710,127.753480,2021-09-09
250001000,10,50,250001756,강원고교,37.895100,127.755930,2021-09-09
250001000,10,51,250026521,한림성심대학교,37.898350,127.755220,2021-09-09
250001001,10-1,1,250026520,한림성심대학교,37.898350,127.755130,2021-09-09
250001001,10-1,2,250001755,강원중학교,37.895090,127.755840,2021-09-09
250001001,10-1,3,250026778,장학교차로,37.893860,127.755620,2021-09-09
250001001,10-1,4,250001754,강동농협장학지점,37.891770,127.753170,2021-09-09
250001001,10-1,5,250001562,동광주유소,37.889880,127.751710,2021-09-09
250001001,10-1,6,250026602,동광길입구,37.888580,127.751050,2021-09-09
250001001,10-1,7,250001505,동광오거리,37.885260,127.749470,2021-09-09
250001001,10-1,8,250001277,후평환승센터,37.883500,127.748630,2021-09-09
250001001,10-1,9,250001295,포스코더샵A,37.881620,127.748500,2021-09-09
250001001,10-1,10,250001786,충인교회,37.879540,127.750010,2021-09-09
250001001,10-1,11,250001805,한국국토정보공사,37.878030,127.751100,2021-09-09
250001001,10-1,12,250002236,보안사거리,37.875420,127.752410,2021-09-09
250001001,10-1,13,250001204,부안주유소,37.872430,127.752470,2021-09-09
250001001,10-1,14,250001417,청구/동아A,37.870040,127.754320,2021-09-09
250001001,10-1,15,250002141,석사부영A,37.869100,127.756080,2021-09-09
250001001,10-1,16,250001964,그랜드A,37.866960,127.756050,2021-09-09
250001001,10-1,17,250000006,강원지방경찰청,37.862490,127.758440,2021-09-09
250001001,10-1,18,250001745,거두1리,37.859530,127.759840,2021-09-09
250001001,10-1,19,250026548,호반베르디움,37.857170,127.759350,2021-09-09
250001001,10-1,20,250000003,성우오스타A,37.856350,127.754800,2021-09-09
250001001,10-1,21,250001716,거두리부영A,37.855970,127.752090,2021-09-09
250001001,10-1,22,250002015,여성가족연구원,37.856130,127.748530,2021-09-09
250001001,10-1,23,250001385,교육대학교,37.858230,127.746400,2021-09-09
250001001,10-1,24,250002140,석사사거리,37.859520,127.745110,2021-09-09
250001001,10-1,25,250001546,동보A,37.861790,127.742150,2021-09-09
250001001,10-1,26,250002137,석사A,37.862890,127.739330,2021-09-09
250001001,10-1,27,250001752,병무청앞,37.865540,127.735070,2021-09-09
250001001,10-1,28,250002024,양우A,37.867960,127.731540,2021-09-09
250001001,10-1,29,250001276,한국토지주택공사,37.869250,127.729220,2021-09-09
250001001,10-1,30,250001627,남부시장,37.870110,127.727480,2021-09-09
250001001,10-1,31,250002028,모아엘가A,37.872050,127.723620,2021-09-09
250001001,10-1,32,250001987,방송통신대입구,37.873260,127.721160,2021-09-09
250001001,10-1,33,250001351,춘천중학교정문,37.873980,127.718100,2021-09-09
250001001,10-1,34,250001352,춘천중학교,37.874870,127.717180,2021-09-09
250001001,10-1,35,250001348,춘천초등학교,37.876080,127.720960,2021-09-09
250001001,10-1,36,250001847,중앙시장환승센터,37.877490,127.724200,2021-09-09
250001001,10-1,37,250001498,명동입구,37.879120,127.726270,2021-09-09
250001001,10-1,38,250001279,한국은행,37.882250,127.728590,2021-09-09
250001001,10-1,39,250001359,춘천시청별관,37.881470,127.732940,2021-09-09
250001001,10-1,40,250001263,향교,37.881770,127.735140,2021-09-09
250001001,10-1,41,250001275,한림대학교,37.883160,127.737250,2021-09-09
250001001,10-1,42,250001548,동보빌리지,37.883640,127.741340,2021-09-09
250001001,10-1,43,250002125,세경3차,37.884510,127.743700,2021-09-09
250001001,10-1,44,250001686,농협후석로지점,37.886210,127.745780,2021-09-09
250001001,10-1,45,250002230,봉의A,37.887680,127.744130,2021-09-09
250001001,10-1,46,250001541,소방서,37.889130,127.742500,2021-09-09
250001001,10-1,47,250001564,도민일보,37.890220,127.743040,2021-09-09
250001001,10-1,48,250001375,기계공고,37.890500,127.746160,2021-09-09
250001001,10-1,49,250026618,공단입구,37.890860,127.749960,2021-09-09
250001001,10-1,50,250001753,강동농협장학지점,37.891710,127.753480,2021-09-09
250001001,10-1,51,250001756,강원고교,37.895100,127.755930,2021-09-09
250001001,10-1,52,250026521,한림성심대학교,37.898350,127.755220,2021-09-09
250001002,10-S,1,250026520,한림성심대학교,37.898350,127.755130,2021-09-09
250001002,10-S,2,250001755,강원중학교,37.895090,127.755840,2021-09-09
250001002,10-S,3,250026778,장학교차로,37.893860,127.755620,2021-09-09
250001002,10-S,4,250001754,강동농협장학지점,37.891770,127.753170,2021-09-09
250001002,10-S,5,250026617,공단입구,37.891010,127.749900,2021-09-09
250001002,10-S,6,250001563,도민일보,37.890510,127.744850,2021-09-09
250001002,10-S,7,250001540,동산A,37.889210,127.742110,2021-09-09
250001002,10-S,8,250002229,봉의A,37.886750,127.744890,2021-09-09
250001002,10-S,9,250002124,세경3차,37.884840,127.744150,2021-09-09
250001002,10-S,10,250001547,동보빌리지,37.883720,127.741080,2021-09-09
250001002,10-S,11,250002127,한림대학교,37.883500,127.738310,2021-09-09
250001002,10-S,12,250001262,향교,37.881500,127.734660,2021-09-09
250001002,10-S,13,250001358,춘천시청별관,37.881640,127.732580,2021-09-09
250001002,10-S,14,250001746,강원일보,37.882550,127.728510,2021-09-09
250001002,10-S,15,250002029,명동입구,37.879710,127.726680,2021-09-09
250001002,10-S,16,250001848,중앙시장/중앙초교,37.878350,127.724990,2021-09-09
250001002,10-S,17,250001202,중앙시장환승센터,37.877070,127.723080,2021-09-09
250001002,10-S,18,250001349,춘천시보건소,37.876210,127.720840,2021-09-09
250001002,10-S,19,250001353,춘천중학교,37.875270,127.717690,2021-09-09
250001002,10-S,20,250001350,엘타워/미소지움,37.874040,127.717030,2021-09-09
250001002,10-S,21,250001986,미소지움/방송대,37.873290,127.720140,2021-09-09
250001002,10-S,22,250002027,모아엘가A,37.872120,127.723060,2021-09-09
250001002,10-S,23,250001626,남부시장,37.870630,127.726000,2021-09-09
250001002,10-S,24,250026603,수협,37.869730,127.727910,2021-09-09
250001002,10-S,25,250002023,양우A,37.868310,127.730520,2021-09-09
250001002,10-S,26,250002239,춘천지방법원,37.866090,127.734140,2021-09-09
250001002,10-S,27,250001751,춘천사회혁신센터,37.864160,127.736270,2021-09-09
250001002,10-S,28,250002136,석사A,37.862810,127.739040,2021-09-09
250001002,10-S,29,250002148,석사4거리,37.861150,127.743260,2021-09-09
250001002,10-S,30,250002147,석사교회,37.859610,127.744830,2021-09-09
250001002,10-S,31,250001386,교육대학교,37.857180,127.747100,2021-09-09
250001002,10-S,32,250001526,거두리부영A,37.855610,127.751540,2021-09-09
250001002,10-S,33,250001717,성우오스타A,37.856140,127.754860,2021-09-09
250001002,10-S,34,250000004,거두리주공A,37.856860,127.759440,2021-09-09
250001002,10-S,35,250001744,거두1리,37.859510,127.760040,2021-09-09
250001002,10-S,36,250000005,강원지방경찰청,37.862550,127.758650,2021-09-09
250001002,10-S,37,250001644,그랜드A,37.866830,127.756300,2021-09-09
250001002,10-S,38,250002144,석사대우A,37.869080,127.756380,2021-09-09
250001002,10-S,39,250001418,동아/청구A,37.870260,127.754330,2021-09-09
250001002,10-S,40,250001203,후평3동우체국,37.872440,127.752680,2021-09-09
250001002,10-S,41,250002235,보안사거리,37.875340,127.752610,2021-09-09
250001002,10-S,42,250001804,우미린후문,37.877210,127.751930,2021-09-09
250001002,10-S,43,250001785,신한은행후평동지점,37.879270,127.750440,2021-09-09
250001002,10-S,44,250001259,후평현대3차,37.881090,127.752230,2021-09-09
250001002,10-S,45,250026690,만천주공A,37.884260,127.759380,2021-09-09
250001002,10-S,46,250026920,춘천여고앞,37.886100,127.761710,2021-09-09
250001002,10-S,47,250026919,아이파크A,37.890520,127.757440,2021-09-09
250001002,10-S,48,250026917,강원고앞,37.895190,127.755230,2021-09-09
250001002,10-S,49,250026780,장학해온채A,37.898860,127.753540,2021-09-09
250001002,10-S,50,250001363,춘천한샘고등학교,37.925210,127.751100,2021-09-09
250001100,11,1,250001211,후평동종점,37.893240,127.748670,2021-09-09
250001100,11,2,250001377,춘천기계공고,37.891110,127.749000,2021-09-09
250001100,11,3,250001873,정부합동청사,37.888880,127.749280,2021-09-09
250001100,11,4,250001505,동광오거리,37.885260,127.749470,2021-09-09
250001100,11,5,250001277,후평환승센터,37.883500,127.748630,2021-09-09
250001100,11,6,250001293,포스코후문,37.881700,127.746750,2021-09-09
250001100,11,7,250001336,크로바A,37.880500,127.744080,2021-09-09
250001100,11,8,250002227,봉의중학교,37.879320,127.741490,2021-09-09
250001100,11,9,250001658,교동초교입구,37.877800,127.738120,2021-09-09
250001100,11,10,250001781,팔호광장,37.875250,127.734980,2021-09-09
250001100,11,11,250001489,동부새마을금고,37.873520,127.734060,2021-09-09
250001100,11,12,250002174,새마을고개,37.871460,127.732600,2021-09-09
250001100,11,13,250026553,효자교,37.868150,127.728850,2021-09-09
250001100,11,14,250026554,퇴계일성A,37.866210,127.726780,2021-09-09
250001100,11,15,250026559,남춘천역환승센터,37.864120,127.723310,2021-09-09
250001100,11,16,250001759,춘천우체국,37.865860,127.720060,2021-09-09
250001100,11,17,250001984,풍물시장,37.867340,127.717390,2021-09-09
250001100,11,18,250001988,온의금호1차,37.868880,127.716140,2021-09-09
250001100,11,19,250001683,공지천사거리,37.874210,127.714740,2021-09-09
250001100,11,20,250001352,춘천중학교,37.874870,127.717180,2021-09-09
250001100,11,21,250001348,춘천초등학교,37.876080,127.720960,2021-09-09
250001100,11,22,250001847,중앙시장환승센터,37.877490,127.724200,2021-09-09
250001100,11,23,250001849,중앙시장,37.878500,127.725480,2021-09-09
250001100,11,24,250001885,인성병원,37.881090,127.726590,2021-09-09
250001100,11,25,250026781,꿈자람어린이공원,37.883690,127.720330,2021-09-09
250001100,11,26,250026552,춘천역환승센터,37.885270,127.718210,2021-09-09
250001100,11,27,250026564,성신양회,37.888600,127.720300,2021-09-09
250001100,11,28,250026558,당간지주입구,37.891260,127.722020,2021-09-09
250001100,11,29,250026551,호반환승센터,37.893200,127.724930,2021-09-09
250001100,11,30,250002120,소양2교,37.899590,127.728580,2021-09-09
250001100,11,31,250001523,삼성동부A,37.899530,127.730820,2021-09-09
250001100,11,32,250001612,농업기술원,37.900560,127.735590,2021-09-09
250001100,11,33,250001257,강원도재활병원,37.903550,127.738270,2021-09-09
250001100,11,34,250002107,소양초교,37.905340,127.739410,2021-09-09
250001100,11,35,250001613,농촌공사춘천지소,37.909230,127.739650,2021-09-09
250001100,11,36,250001199,폴리텍2캠퍼스,37.912020,127.739460,2021-09-09
250001100,11,37,250001344,충렬탑입구,37.916150,127.739350,2021-09-09
250001100,11,38,250002191,여우고개삼거리,37.919490,127.739260,2021-09-09
250001100,11,39,250026544,여우고개사거리,37.922140,127.739080,2021-09-09
250001100,11,40,250027100,샘밭장터,37.924500,127.746140,2021-09-09
250001100,11,41,250002055,신북읍행복센터,37.925150,127.746770,2021-09-09
250001100,11,42,250001362,춘천한샘고등학교,37.925390,127.752050,2021-09-09
250001100,11,43,250001267,율문2리,37.926900,127.755720,2021-09-09
250001100,11,44,250001269,항공대정문,37.929290,127.761670,2021-09-09
250001100,11,45,250001905,율문3리,37.929840,127.766430,2021-09-09
250001100,11,46,250001909,천전2리,37.930330,127.770030,2021-09-09
250001100,11,47,250026865,춘천국유림관리소,37.930370,127.772810,2021-09-09
250001100,11,48,250001421,천전3리,37.929800,127.780310,2021-09-09
250001100,11,49,250001420,상천초등학교,37.929810,127.785350,2021-09-09
250001100,11,50,250001534,춘천동원학교,37.930180,127.788720,2021-09-09
250001100,11,51,250026880,윗샘밭종점,37.931660,127.791320,2021-09-09
250001100,11,52,250002118,소양강댐사택,37.933050,127.794350,2021-09-09
250001100,11,53,250001198,소양강댐주차장,37.938330,127.801950,2021-09-09
250001100,11,54,250002117,소양강댐정상,37.947570,127.812680,2021-09-09
250001100,11,55,250026595,소양강댐정상,37.947690,127.812090,2021-09-09
250001100,11,56,250002116,소양강댐주차장,37.938210,127.801660,2021-09-09
250001100,11,57,250002119,소양강댐사택,37.933650,127.795200,2021-09-09
250001100,11,58,250001924,윗샘밭종점,37.932440,127.792160,2021-09-09
250001100,11,59,250001535,춘천동원학교,37.930260,127.788540,2021-09-09
250001100,11,60,250002177,상천초등학교,37.929890,127.784900,2021-09-09
250001100,11,61,250001422,천전3리,37.929910,127.780270,2021-09-09
250001100,11,62,250026864,춘천국유림관리소,37.930500,127.772870,2021-09-09
250001100,11,63,250001910,천전2리,37.930460,127.769370,2021-09-09
250001100,11,64,250001291,율문3리,37.929920,127.765360,2021-09-09
250001100,11,65,250001270,항공대정문,37.929470,127.761780,2021-09-09
250001100,11,66,250001268,율문2리,37.927090,127.755840,2021-09-09
250001100,11,67,250001363,춘천한샘고등학교,37.925210,127.751100,2021-09-09
250001100,11,68,250002056,신북읍행복센터,37.925230,127.746900,2021-09-09
250001100,11,69,250001908,율문1리,37.925840,127.743570,2021-09-09
250001100,11,70,250026546,여우고개사거리,37.922280,127.739140,2021-09-09
250001100,11,71,250001982,여우고개,37.921410,127.738390,2021-09-09
250001100,11,72,250002192,여우고개삼거리,37.919150,127.739050,2021-09-09
250001100,11,73,250001345,충렬탑입구,37.916220,127.739140,2021-09-09
250001100,11,74,250001743,폴리텍2캠퍼스,37.912290,127.739250,2021-09-09
250001100,11,75,250001614,농촌공사춘천지소,37.909730,127.739350,2021-09-09
250001100,11,76,250002108,소양초교,37.905870,127.739380,2021-09-09
250001100,11,77,250027034,도재활병원삼거리,37.903200,127.737760,2021-09-09
250001100,11,78,250001496,명진학교,37.899980,127.734680,2021-09-09
250001100,11,79,250001524,롯데인벤스,37.899710,127.730870,2021-09-09
250001100,11,80,250002121,사우사거리,37.899960,127.728350,2021-09-09
250001100,11,81,250026550,호반환승센터,37.893510,127.725000,2021-09-09
250001100,11,82,250026557,당간지주입구,37.891300,127.721880,2021-09-09
250001100,11,83,250001162,성신양회,37.888770,127.720160,2021-09-09
250001100,11,84,250001357,춘천역환승센터,37.885340,127.717920,2021-09-09
250001100,11,85,250026782,꿈자람어린이공원,37.883620,127.720100,2021-09-09
250001100,11,86,250001886,소양로우체국,37.881080,127.726180,2021-09-09
250001100,11,87,250002029,명동입구,37.879710,127.726680,2021-09-09
250001100,11,88,250001848,중앙시장/중앙초교,37.878350,127.724990,2021-09-09
250001100,11,89,250001202,중앙시장환승센터,37.877070,127.723080,2021-09-09
250001100,11,90,250001349,춘천시보건소,37.876210,127.720840,2021-09-09
250001100,11,91,250001353,춘천중학교,37.875270,127.717690,2021-09-09
250001100,11,92,250001684,공지사거리,37.874310,127.714600,2021-09-09
250001100,11,93,250001862,조각공원,37.873070,127.713860,2021-09-09
250001100,11,94,250001989,온의금호1차,37.868720,127.715820,2021-09-09
250001100,11,95,250001985,럭키A,37.866570,127.718210,2021-09-09
250001100,11,96,250026574,남춘천역,37.863600,127.724800,2021-09-09
250001100,11,97,250026555,퇴계일성A,37.866120,127.726950,2021-09-09
250001100,11,98,250026556,효자교,37.867920,127.728870,2021-09-09
250001100,11,99,250002225,교대부설초교,37.869840,127.731030,2021-09-09
250001100,11,100,250002175,새마을고개,37.871070,127.732410,2021-09-09
250001100,11,101,250001490,미려골,37.873330,127.734150,2021-09-09
250001100,11,102,250001780,팔호광장,37.875590,127.735370,2021-09-09
250001100,11,103,250001659,교동초교입구,37.877370,127.737660,2021-09-09
250001100,11,104,250002228,봉의중학교,37.879150,127.741590,2021-09-09
250001100,11,105,250001337,크로바A,37.880710,127.745030,2021-09-09
250001100,11,106,250001294,포스코후문,37.881570,127.746960,2021-09-09
250001100,11,107,250001278,후평환승센터,37.883540,127.748920,2021-09-09
250001100,11,108,250001506,동광오거리,37.884700,127.749470,2021-09-09
250001100,11,109,250001874,정부합동청사,37.888440,127.749660,2021-09-09
250001100,11,110,250001378,기계공고,37.891460,127.749190,2021-09-09
250001100,11,111,250001212,후평동종점,37.893770,127.748850,2021-09-09
250001200,12,1,250026779,장학해온채A,37.897080,127.754070,2021-09-09
250001200,12,2,250026778,장학교차로,37.893860,127.755620,2021-09-09
250001200,12,3,250026830,장학부영A,37.896400,127.752700,2021-09-09
250001200,12,4,250001211,후평동종점,37.893240,127.748670,2021-09-09
250001200,12,5,250001377,춘천기계공고,37.891110,127.749000,2021-09-09
250001200,12,6,250001563,도민일보,37.890510,127.744850,2021-09-09
250001200,12,7,250001540,동산A,37.889210,127.742110,2021-09-09
250001200,12,8,250002229,봉의A,37.886750,127.744890,2021-09-09
250001200,12,9,250002124,세경3차,37.884840,127.744150,2021-09-09
250001200,12,10,250001547,동보빌리지,37.883720,127.741080,2021-09-09
250001200,12,11,250002127,한림대학교,37.883500,127.738310,2021-09-09
250001200,12,12,250001262,향교,37.881500,127.734660,2021-09-09
250001200,12,13,250001358,춘천시청별관,37.881640,127.732580,2021-09-09
250001200,12,14,250001746,강원일보,37.882550,127.728510,2021-09-09
