모바일서비스번호,관리번호,정류장명,위도,경도,데이터기준일
2364,250026637,신촌리입구,37.854030,127.775350,2021-09-15
2365,250026638,당림1리5반,37.853010,127.601010,2021-09-15
2366,250026639,덕두원주말농장,37.874230,127.640750,2021-09-15
2367,250026640,덕두원주말농장,37.874200,127.640890,2021-09-15
2368,250026641,산수1리,37.708850,127.675890,2021-09-15
2369,250026642,강원도시가스,37.886100,127.748190,2021-09-15
2370,250026643,강원도시가스,37.885910,127.747900,2021-09-15
2371,250026644,소양1교,37.893820,127.731830,2021-09-15
2372,250026645,소양1교,37.893790,127.729520,2021-09-15
2373,250026646,평화공원,37.889120,127.717760,2021-09-15
2374,250026647,평화공원,37.889020,127.718110,2021-09-15
2376,250026649,부강연립,37.878490,127.711780,2021-09-15
2377,250026650,강원대정문,37.866340,127.737840,2021-09-15
2378,250026651,강원대정문,37.866580,127.737860,2021-09-15
2379,250026652,자연과학대학쪽문,37.872190,127.741270,2021-09-15
2380,250026653,강원학생과학관입구,37.872040,127.740970,2021-09-15
2382,250026655,천전삼거리,37.930130,127.781510,2021-09-15
2383,250026656,상천초교입구,37.933910,127.783350,2021-09-15
2384,250026657,상천초교입구,37.933840,127.783150,2021-09-15
2385,250026658,롯데마트석사점,37.866720,127.758320,2021-09-15
2386,250026659,롯데마트석사점,37.866720,127.758460,2021-09-15
2387,250026660,스무숲입구,37.850550,127.748700,2021-09-15
2388,250026661,춘천고용복지센터,37.851510,127.744650,2021-09-15
2389,250026662,강원체고앞,37.859100,127.692800,2021-09-15
2390,250026663,강원체고앞,37.859090,127.692500,2021-09-15
2391,250026664,춘천공원묘지,37.942980,127.785180,2021-09-15
2392,250026665,노일교,37.794740,127.641080,2021-09-15
2393,250026666,노일교,37.794840,127.641070,2021-09-15
2394,250026667,갈골,37.780950,127.740010,2021-09-15
2395,250026668,솔바우마을,37.989890,127.693200,2021-09-15
2396,250026669,서부지구대,37.874610,127.712950,2021-09-15
2397,250026670,창촌2리입구,37.785540,127.646490,2021-09-15
2398,250026671,창촌2리입구,37.785460,127.646650,2021-09-15
2399,250026672,창촌농공단지,37.783810,127.641210,2021-09-15
2400,250026673,삼포유원지,37.796000,127.712290,2021-09-15
2401,250026674,삼포유원지,37.795750,127.712490,2021-09-15
2402,250026675,혈동1리,37.772850,127.713720,2021-09-15
2403,250026676,덕만리혈동1리입구,37.772830,127.713410,2021-09-15
2404,250026677,보매기,37.784740,127.643150,2021-09-15
2405,250026678,춘천여고,37.887160,127.763990,2021-09-15
2406,250026679,유포1리,37.948650,127.761800,2021-09-15
2407,250026680,월송1리,37.929350,127.692070,2021-09-15
2408,250026681,월송1리,37.930550,127.696550,2021-09-15
2409,250026682,서천2리,37.837850,127.533070,2021-09-15
2410,250026683,서천1리,37.843160,127.544110,2021-09-15
2411,250026684,서천1리,37.843270,127.545300,2021-09-15
2412,250026685,충의대교,37.726620,127.589250,2021-09-15
2413,250026686,신촌1리,37.855300,127.785320,2021-09-15
2414,250026687,신촌1리,37.855100,127.785350,2021-09-15
2415,250026688,행촌리종점,37.747330,127.674780,2021-09-15
2416,250026689,홈플러스,37.850750,127.734060,2021-09-15
2417,250026690,만천주공A,37.884260,127.759380,2021-09-15
2418,250026691,만천주공A,37.884360,127.759370,2021-09-15
2419,250026692,새고개,37.799990,127.719570,2021-09-15
2420,250026693,서천분교,37.835930,127.555400,2021-09-15
2421,250026694,서천분교,37.836190,127.555230,2021-09-15
2422,250026695,발산1리1반,37.732130,127.602570,2021-09-15
2423,250026696,발산1리1반,37.732060,127.602000,2021-09-15
2424,250026697,당림초교,37.837220,127.607900,2021-09-15
2425,250026698,거두1리1반,37.860840,127.773860,2021-09-15
2426,250026699,지내리,37.943600,127.727980,2021-09-15
2427,250026700,합동교,37.900070,127.788190,2021-09-15
2428,250026701,만천3리,37.875070,127.780900,2021-09-15
2429,250026702,올미,37.930360,127.734160,2021-09-15
2430,250026703,올미,37.930380,127.734280,2021-09-15
2431,250026704,당림리,37.833870,127.605000,2021-09-15
2432,250026705,방동리입구,37.894870,127.689200,2021-09-15
2433,250026706,서상마을회관,37.935320,127.661100,2021-09-15
2434,250026707,서상2리,37.936490,127.670550,2021-09-15
2435,250026708,서상2리,37.938050,127.677010,2021-09-15
2436,250026709,서상2리,37.936110,127.664900,2021-09-15
2437,250026710,우러니입구,37.735820,127.691320,2021-09-15
2438,250026711,강촌수련원앞,37.829170,127.601100,2021-09-15
2439,250026712,덕두원2리1반,37.857470,127.662300,2021-09-15
2440,250026713,검문소종점,37.820070,127.762380,2021-09-15
2441,250026714,한국산업인력공단,37.820830,127.762230,2021-09-15
2442,250026715,창촌3리2반,37.775660,127.640200,2021-09-15
2443,250026716,관천리종점,37.723380,127.512350,2021-09-15
2444,250026717,산천2리종점,37.960990,127.747580,2021-09-15
2445,250026718,오항리종점,37.977510,127.904410,2021-09-15
2446,250026719,청평사종점,37.980440,127.817630,2021-09-15
2447,250026720,양통종점,38.001880,127.737860,2021-09-15
2448,250026721,오탄2리종점,38.052630,127.581510,2021-09-15
2449,250026722,수동1리종점,37.773380,127.679030,2021-09-15
2450,250026723,창촌3리종점,37.776740,127.626050,2021-09-15
2451,250026724,혈동1리종점,37.771560,127.699990,2021-09-15
2452,250026725,증4리,37.798740,127.731040,2021-09-15
2453,250026726,혈동2리종점,37.785270,127.687450,2021-09-15
2454,250026727,서상2리종점,37.934380,127.657960,2021-09-15
2455,250026728,방동리종점,37.909070,127.665560,2021-09-15
2456,250026729,백양리종점,37.810320,127.573260,2021-09-15
2457,250026730,유포2리종점,37.952360,127.776810,2021-09-15
2458,250026731,가정리종점,37.763300,127.577410,2021-09-15
2459,250026732,발산리종점,37.962800,127.766440,2021-09-15
2460,250026733,거두2리마을회관,37.861140,127.787350,2021-09-15
2461,250026734,용산3리마을회관,37.946480,127.707500,2021-09-15
2462,250026735,지내2리마을회관,37.959750,127.720990,2021-09-15
2463,250026736,올미종점,37.926290,127.737250,2021-09-15
2464,250026737,지암2교,37.975420,127.595320,2021-09-15
2465,250026738,재취골,37.789150,127.731500,2021-09-15
2466,250026739,조양3리종점,37.751100,127.832730,2021-09-15
2467,250026740,봉명리종점,37.773830,127.812390,2021-09-15
2468,250026741,구곡폭포종점,37.797210,127.616570,2021-09-15
2469,250026742,안보2리종점,37.849890,127.576490,2021-09-15
2470,250026743,당림3반종점,37.862350,127.618570,2021-09-15
2471,250026744,덕두2리종점,37.883220,127.629400,2021-09-15
2472,250026745,창촌농공단지,37.783710,127.641330,2021-09-15
2473,250026746,방곡2리종점,37.788190,127.629290,2021-09-15
2474,250026747,설미종점,37.809880,127.679070,2021-09-15
2475,250026748,월곡리종점,37.922630,127.808040,2021-09-15
2476,250026749,월송3리종점,37.917010,127.675440,2021-09-15
2477,250026750,애니메이션박물관,37.892590,127.689810,2021-09-15
2478,250026751,오월리종점,37.966320,127.625110,2021-09-15
2479,250026752,공대후문,37.869490,127.737860,2021-09-15
2480,250026753,공대후문,37.869490,127.738090,2021-09-15
2481,250026754,가재미마을,37.926000,127.685950,2021-09-15
2482,250026755,월송1리,37.929200,127.683910,2021-09-15
2483,250026756,월송1리,37.927970,127.680060,2021-09-15
2484,250026757,월송2리입구,37.918460,127.693650,2021-09-15
2485,250026758,삽다리고개,37.736690,127.658240,2021-09-15
2486,250026759,소양호권역홍보관,38.029730,127.880300,2021-09-15
2487,250026760,창촌3리삼거리,37.770790,127.642520,2021-09-15
2488,250026761,전력산업단지,37.764630,127.627400,2021-09-15
2489,250026762,백치고개정상,38.003040,127.815640,2021-09-15
2490,250026763,광판삼거리,37.743780,127.711650,2021-09-15
2491,250026764,호수요양병원,37.982480,127.695600,2021-09-15
2492,250026765,거두리종점,37.861580,127.791780,2021-09-15
2493,250026766,춘천여고입구,37.887060,127.764090,2021-09-15
2494,250026767,한신휴플러스,37.884230,127.725920,2021-09-15
2495,250026768,e편한세상,37.884270,127.726120,2021-09-15
2496,250026769,사암2리마을회관,37.839830,127.766790,2021-09-15
2497,250026770,사암2리,37.835620,127.770470,2021-09-15
2498,250026771,거두1리1반,37.860350,127.769700,2021-09-15
2499,250026772,사암4리,37.823730,127.764050,2021-09-15
2500,250026773,사암리,37.826080,127.767660,2021-09-15
2501,250026774,의암리입구,37.827420,127.681630,2021-09-15
2502,250026775,의암리입구,37.827570,127.681370,2021-09-15
2503,250026776,학곡리,37.822820,127.763120,2021-09-15
2504,250026777,증4리,37.799410,127.728030,2021-09-15
2505,250026778,장학교차로,37.893860,127.755620,2021-09-15
2506,250026779,장학해온채A,37.897080,127.754070,2021-09-15
2507,250026780,장학해온채A,37.898860,127.753540,2021-09-15
2508,250026781,꿈자람어린이공원,37.883690,127.720330,2021-09-15
2509,250026782,꿈자람어린이공원,37.883620,127.720100,2021-09-15
2510,250026783,성우호반통학,37.856640,127.756790,2021-09-15
2511,250026784,우레골입구,38.045590,127.605200,2021-09-15
2512,250026785,오월2리,37.968210,127.627200,2021-09-15
2513,250026786,오월2리,37.969690,127.629180,2021-09-15
2514,250026787,오월2리,37.971570,127.635550,2021-09-15
2515,250026788,강원숲체험장입구,37.971680,127.640790,2021-09-15
2516,250026789,오월2리,37.975150,127.641560,2021-09-15
2517,250026790,오월리납실교,37.978620,127.643050,2021-09-15
2518,250026791,증4리,37.799450,127.728070,2021-09-15
2519,250026792,장학1리마을회관,37.896810,127.763500,2021-09-15
2520,250026793,장학1리마을회관,37.896960,127.763500,2021-09-15
2521,250026794,하일종점,37.913880,127.755040,2021-09-15
2522,250026795,하일,37.913700,127.756880,2021-09-15
2523,250026796,장학농장,37.910670,127.756730,2021-09-15
2524,250026797,장학2리,37.907580,127.754710,2021-09-15
2525,250026798,장학2리마을회관,37.905710,127.753740,2021-09-15
2526,250026799,장학2리마을회관,37.905620,127.753800,2021-09-15
2527,250026800,장학2리,37.907570,127.754840,2021-09-15
2528,250026801,장학농장,37.910770,127.756820,2021-09-15
2529,250026802,하일,37.913760,127.756960,2021-09-15
2530,250026803,팔미1리,37.829820,127.710260,2021-09-15
2531,250026804,의암리입구,37.827300,127.681940,2021-09-15
2532,250026805,의암리입구,37.827860,127.681100,2021-09-15
2533,250026806,강원효장례문화원,37.857820,127.776220,2021-09-15
2534,250026807,퇴계농공로,37.845310,127.741850,2021-09-15
2535,250026808,퇴계공단길,37.845520,127.735390,2021-09-15
2536,250026809,도재활병원삼거리,37.903130,127.738360,2021-09-15
2537,250026810,강원도재활병원,37.903880,127.741970,2021-09-15
2538,250026811,우두사거리,37.906900,127.740190,2021-09-15
2539,250026812,거두농공단지,37.865800,127.778790,2021-09-15
2540,250026813,거두농공단지종점,37.866980,127.781440,2021-09-15
2541,250026814,거두농공단지종점,37.867090,127.781360,2021-09-15
2542,250026815,거두농공단지,37.865910,127.778720,2021-09-15
2543,250026816,강원도재활병원,37.903900,127.741840,2021-09-15
2544,250026817,간동2교,38.024680,127.811180,2021-09-15
2545,250026818,간동2교,38.024640,127.810970,2021-09-15
2546,250026819,추곡약수터입구,38.030160,127.889610,2021-09-15
2547,250026820,군자리,37.788270,127.735280,2021-09-15
2548,250026821,팔미1리,37.829360,127.710400,2021-09-15
2549,250026822,산촌생태마을,37.880220,127.636160,2021-09-15
2550,250026823,지내1리종점,37.967220,127.732760,2021-09-15
2551,250026824,지내2리성문산,37.961210,127.720040,2021-09-15
2552,250026825,지내2리샘골,37.962770,127.722770,2021-09-15
2553,250026826,지내1리,37.964100,127.727420,2021-09-15
2554,250026827,지내1리,37.965150,127.730130,2021-09-15
2555,250026828,소망마을,37.933420,127.783610,2021-09-15
2556,250026829,해강A,37.932810,127.789600,2021-09-15
2557,250026830,장학부영A,37.896400,127.752700,2021-09-15
2558,250026831,장학LH1단지,37.896360,127.752550,2021-09-15
2559,250026832,당림1리,37.855200,127.601010,2021-09-15
2560,250026833,칠전대우아파트,37.844270,127.713400,2021-09-15
2561,250026834,칠전대우A,37.844900,127.713060,2021-09-15
2562,250026835,의암댐,37.837500,127.677230,2021-09-15
2563,250026836,의암댐,37.837500,127.677140,2021-09-15
2564,250026837,원창교,37.787170,127.743830,2021-09-15
2565,250026838,창촌3리,37.768700,127.636450,2021-09-15
2566,250026839,신동교,37.934670,127.720870,2021-09-15
2567,250026840,보매기,37.784790,127.643750,2021-09-15
2568,250026841,산수2리,37.702160,127.681290,2021-09-15
2569,250026842,증4리,37.800110,127.723480,2021-09-15
2570,250026843,송암리,37.988750,127.697660,2021-09-15
2571,250026844,오월교,37.979680,127.648670,2021-09-15
2572,250026845,간척리,38.028700,127.839230,2021-09-15
2573,250026846,태백교,37.848700,127.753500,2021-09-15
2574,250026847,운전면허시험장,37.947590,127.750850,2021-09-15
2575,250026848,감정리,37.903900,127.786690,2021-09-15
2576,250026849,지내리,37.951380,127.728550,2021-09-15
2577,250026850,큰물건너입구,37.981990,127.682300,2021-09-15
2578,250026851,서천리주명교,37.843300,127.552800,2021-09-15
2579,250026852,인성학교입구,37.998530,127.879480,2021-09-15
2580,250026853,인성학교입구,37.998550,127.879620,2021-09-15
2581,250026854,군자3리,37.759960,127.755240,2021-09-15
2582,250026855,방곡2리,37.788820,127.632820,2021-09-15
2583,250026856,월곡리입구,37.916890,127.794280,2021-09-15
2584,250026857,조양삼거리,37.767340,127.764750,2021-09-15
2585,250026858,오월교,37.979570,127.649240,2021-09-15
2586,250026859,산수1리마을회관,37.713990,127.668070,2021-09-15
2587,250026860,강촌입구,37.819340,127.631920,2021-09-15
2588,250026861,혈동1리,37.768770,127.706790,2021-09-15
2589,250026862,오빛뜰체험관,37.985290,127.888080,2021-09-15
2590,250026863,오빛뜰체험관,37.985430,127.888040,2021-09-15
2591,250026866,옥광산,37.921030,127.805520,2021-09-15
2592,250026867,지내1리,37.965230,127.730110,2021-09-15
2592,263001765,간척사거리,38.029020,127.817270,2021-09-15
2593,250026868,지내1리,37.964170,127.727370,2021-09-15
2593,263001766,간척사거리,38.028650,127.816080,2021-09-15
2594,250026869,지내2리샘골,37.962880,127.722750,2021-09-15
2595,250026870,지내2리성문산,37.961280,127.720000,2021-09-15
2596,250026871,지내2리응달말,37.955670,127.724990,2021-09-15
2596,250027104,지내2리응달말,37.957800,127.723190,2021-09-15
2597,250026872,지내리,37.951310,127.728500,2021-09-15
2598,250026873,발산1리,37.959880,127.755700,2021-09-15
2599,250026874,발산2리,37.961620,127.762350,2021-09-15
2600,250026875,발산2리,37.957660,127.762840,2021-09-15
2601,250026876,발산2리,37.955720,127.761070,2021-09-15
2602,250026877,유포1리,37.948590,127.761900,2021-09-15
2603,250026878,아침못종점,37.950010,127.763360,2021-09-15
2604,250026879,오동초등학교,37.950510,127.755680,2021-09-15
2605,250026880,윗샘밭종점,37.931660,127.791320,2021-09-15
2606,250026881,방송통신대앞,37.872450,127.720670,2021-09-15
2606,250027093,방송통신대앞,37.871940,127.720720,2021-09-15
2607,250026882,온의동푸르지오,37.868120,127.720630,2021-09-15
2607,250027091,온의동푸르지오,37.868550,127.719780,2021-09-15
2608,250026883,온누리공원앞,37.867930,127.720500,2021-09-15
2608,250027092,온누리공원앞,37.868360,127.719780,2021-09-15
2609,250026884,퇴계행복센터,37.864500,127.726430,2021-09-15
2610,250026885,퇴계행복센터,37.864460,127.726910,2021-09-15
2611,250026886,남춘천여중,37.857940,127.721210,2021-09-15
2611,250027087,남춘천여중,37.858260,127.720500,2021-09-15
2612,250026887,남춘천여중,37.857830,127.720960,2021-09-15
2612,250027088,남춘천여중,37.857850,127.721010,2021-09-15
2613,250026888,뉴시티코아루A,37.912630,127.725960,2021-09-15
2614,250026889,뉴시티코아루A,37.912780,127.725840,2021-09-15
2615,250026890,사우벌,37.912750,127.732820,2021-09-15
2616,250026891,사우벌,37.912890,127.732790,2021-09-15
2617,250026892,천년나무A,37.912830,127.738790,2021-09-15
2618,250026893,천년나무A,37.912950,127.738900,2021-09-15
2619,250026894,우두사거리,37.907130,127.741520,2021-09-15
2620,250026895,국군춘천병원종점,37.937970,127.734050,2021-09-15
2621,250026896,국군춘천병원종점,37.937910,127.734060,2021-09-15
2622,250026897,꿈자람물정원,37.880050,127.721260,2021-09-15
2623,250026898,꿈자람물정원,37.879490,127.720360,2021-09-15
2624,250026899,두미르2차A,37.878920,127.718970,2021-09-15
2625,250026900,두미르2차A,37.878950,127.718520,2021-09-15
2626,250026901,건강보험공단,37.876470,127.714330,2021-09-15
2627,250026902,춘천시청,37.880970,127.730600,2021-09-15
2628,250026903,강원대중앙도서관,37.871120,127.744110,2021-09-15
2629,250026904,강원대중앙도서관,37.871070,127.744320,2021-09-15
2630,250026905,강원대백록관,37.868610,127.741370,2021-09-15
2631,250026906,강원대백록관,37.868510,127.741460,2021-09-15
2632,250026907,강원대정문,37.866550,127.737790,2021-09-15
2633,250026908,강원대정문,37.866390,127.737900,2021-09-15
2634,250026909,로컬푸드직매장,37.919700,127.750690,2021-09-15
2635,250026910,로컬푸드직매장,37.918760,127.750480,2021-09-15
2636,250026911,하일입구,37.913590,127.751970,2021-09-15
2637,250026912,하일입구,37.913950,127.752200,2021-09-15
2638,250026913,소양교차로,37.906480,127.752560,2021-09-15
2639,250026914,소양교차로,37.906750,127.752770,2021-09-15
2640,250026915,장학2리입구,37.904780,127.752780,2021-09-15
2641,250026916,장학2리입구,37.904890,127.753020,2021-09-15
2642,250026917,강원고앞,37.895190,127.755230,2021-09-15
2643,250026918,아이파크A,37.890390,127.757280,2021-09-15
2644,250026919,아이파크A,37.890520,127.757440,2021-09-15
2645,250026920,춘천여고앞,37.886100,127.761710,2021-09-15
2646,250026921,춘천여고앞,37.885980,127.761550,2021-09-15
2647,250026922,만천2리마을회관,37.880800,127.766930,2021-09-15
2648,250026923,만천2리마을회관,37.880900,127.767160,2021-09-15
2649,250026924,만천로143번길,37.875880,127.768110,2021-09-15
2650,250026925,만천로143번길,37.875490,127.768350,2021-09-15
2651,250026926,만천리골든빌리지,37.872140,127.768360,2021-09-15
2652,250026927,만천리골든빌리지,37.871830,127.768640,2021-09-15
2653,250026928,거두1리사거리,37.862250,127.765920,2021-09-15
2654,250026929,거두1리사거리,37.862200,127.766170,2021-09-15
2655,250026930,산천2리,37.959650,127.739300,2021-09-15
2656,250026931,산천2리,37.959660,127.739710,2021-09-15
2657,250026932,오동초등학교앞,37.951970,127.757610,2021-09-15
2658,250026933,가래울길입구,37.919550,127.754940,2021-09-15
2659,250026934,가래울길입구,37.919380,127.754980,2021-09-15
2660,250026935,솔밭입구,37.923700,127.764410,2021-09-15
2661,250026936,솔밭입구,37.923710,127.764300,2021-09-15
2662,250026937,군자1리,37.751240,127.719870,2021-09-15
2663,250026938,군자1리,37.751080,127.719990,2021-09-15
2664,250026939,군자1리군들목장,37.755930,127.721000,2021-09-15
2665,250026940,군자1리군들목장,37.755880,127.721070,2021-09-15
2666,250026941,군자2리,37.776590,127.739110,2021-09-15
2667,250026942,군자2리,37.776540,127.739280,2021-09-15
2668,250026943,동춘천산업단지,37.766940,127.777710,2021-09-15
2669,250026944,동춘천산업단지,37.766930,127.777110,2021-09-15
2670,250026945,목골길입구,37.875780,127.770360,2021-09-15
2671,250026946,목골길입구,37.875690,127.770550,2021-09-15
2672,250026947,온누리교회,37.873670,127.765760,2021-09-15
2673,250026948,온누리교회,37.873580,127.765930,2021-09-15
2674,250026949,금대울,37.867180,127.787520,2021-09-15
2675,250026950,거두리사거리,37.861490,127.790090,2021-09-15
2676,250026951,거두리사거리,37.861560,127.790080,2021-09-15
2677,250026952,고은길,37.844320,127.773780,2021-09-15
2678,250026953,너부래길입구,37.843150,127.777060,2021-09-15
2679,250026954,고은1리4반,37.842970,127.780910,2021-09-15
2680,250026955,후동2리마을회관,37.746740,127.630870,2021-09-15
2681,250026956,후동2리마을회관,37.746770,127.630900,2021-09-15
2682,250026957,버들1길,37.749200,127.631920,2021-09-15
2683,250026958,버들1길,37.749160,127.631940,2021-09-15
2684,250026959,수동2리흰도라지,37.760810,127.638450,2021-09-15
2685,250026960,수동2리흰도라지,37.760790,127.638410,2021-09-15
2686,250026961,한덕리마을회관,37.682340,127.615740,2021-09-15
2687,250026962,한덕리마을회관,37.682370,127.615830,2021-09-15
2688,250026963,산수리감투봉,37.697180,127.673840,2021-09-15
2689,250026964,산수리감투봉,37.697050,127.673940,2021-09-15
2690,250026965,강촌노래비,37.813720,127.634060,2021-09-15
2691,250026966,자라우마을,37.857120,127.700630,2021-09-15
2692,250026967,자라우마을,37.857170,127.700720,2021-09-15
2693,250026968,강원체육회관,37.852510,127.689240,2021-09-15
2694,250026969,이상원미술관,37.967930,127.579210,2021-09-15
2695,250026970,이상원미술관,37.967840,127.579270,2021-09-15
2696,250026971,방고개길입구,37.936920,127.728020,2021-09-15
2697,250026972,방고개길입구,37.937000,127.727970,2021-09-15
2698,250026973,강변코아루A,37.898230,127.736780,2021-09-15
2699,250026974,강변코아루A,37.898140,127.736590,2021-09-15
2700,250026975,두산위브A,37.889560,127.754490,2021-09-15
2701,250026976,두산위브A,37.890090,127.754500,2021-09-15
2702,250026977,감정교아랫길,37.902820,127.783870,2021-09-15
2703,250026978,감정교아랫길,37.902890,127.783960,2021-09-15
2704,250026979,윗박암길,37.730110,127.544280,2021-09-15
2705,250026980,윗박암길,37.730100,127.544350,2021-09-15
2706,250026981,탑골삼거리,37.752130,127.708990,2021-09-15
2707,250026982,백양2리3반,37.802100,127.575700,2021-09-15
2708,250026983,백양2리3반,37.802330,127.575850,2021-09-15
2709,250026984,백양2리종점,37.794830,127.582310,2021-09-15
2710,250026985,백양2리종점,37.794850,127.582450,2021-09-15
2711,250026986,고성1리마을회관,37.994550,127.712280,2021-09-15
2712,250026987,고성1리마을회관,37.994500,127.712140,2021-09-15
2713,250026988,떡갈매기,37.972020,127.891750,2021-09-15
2714,250026989,떡갈매기,37.971930,127.891650,2021-09-15
2715,250026990,오항1리3반,37.978310,127.888050,2021-09-15
2716,250026991,오항1리3반,37.978300,127.888140,2021-09-15
2717,250026992,해강A,37.932940,127.790120,2021-09-15
2718,250026993,소망마을,37.933520,127.783630,2021-09-15
2719,250026994,정족1길,37.828480,127.734000,2021-09-15
2720,250026995,정족1길,37.828490,127.734120,2021-09-15
2721,250026996,정족리지품,37.826380,127.734950,2021-09-15
2722,250026997,정족리지품,37.826340,127.734900,2021-09-15
2723,250026998,전인고등학교,37.787560,127.752080,2021-09-15
2724,250026999,소주고개로,37.760830,127.624610,2021-09-15
2725,250027000,소주고개로,37.760710,127.624620,2021-09-15
2726,250027001,장본교앞사거리,37.954000,127.769020,2021-09-15
2727,250027002,장본교앞사거리,37.954100,127.768970,2021-09-15
2728,250027003,한숲시티A,37.853360,127.729800,2021-09-15
2728,250027086,한숲시티A,37.853370,127.729750,2021-09-15
2729,250027004,국사봉입구,37.853120,127.729640,2021-09-15
2729,250027085,한숲시티A,37.853160,127.729470,2021-09-15
2730,250027005,신북사거리,37.924570,127.751440,2021-09-15
2731,250027006,우두택지,37.907080,127.735290,2021-09-15
2732,250027007,우두택지,37.906870,127.733290,2021-09-15
2733,250027008,샘밭장터,37.924250,127.745840,2021-09-15
2733,250027099,샘밭장터,37.924580,127.745970,2021-09-15
2734,250027009,샘밭장터,37.924210,127.745850,2021-09-15
2734,250027100,샘밭장터,37.924500,127.746140,2021-09-15
2735,250027010,국제생활관,37.870290,127.752090,2021-09-15
2736,250027011,스무숲사거리,37.853320,127.744510,2021-09-15
2736,250027090,스무숲사거리,37.853080,127.744420,2021-09-15
2736,250027096,스무숲사거리,37.853290,127.744560,2021-09-15
2737,250027012,애니박물관입구,37.893030,127.690440,2021-09-15
2738,250027013,금산리수정천,37.908570,127.695090,2021-09-15
2739,250027014,금산리수정천,37.908570,127.694890,2021-09-15
2740,250027015,한솔마을,37.901900,127.802100,2021-09-15
2741,250027016,한솔마을,37.901830,127.802110,2021-09-15
2742,250027017,국유림관리소앞,37.934130,127.774590,2021-09-15
2743,250027018,봉명리,37.767040,127.772070,2021-09-15
2744,250027019,봉명리,37.767010,127.772410,2021-09-15
2745,250027020,원창교,37.787120,127.743790,2021-09-15
2746,250027021,갈골,37.780420,127.739920,2021-09-15
2747,250027022,거두리종점,37.861520,127.791770,2021-09-15
2748,250027023,산수1리마을회관,37.713930,127.668020,2021-09-15
2749,250027024,감정1리마을회관,37.896340,127.789860,2021-09-15
2750,250027025,지내리,37.943630,127.727860,2021-09-15
2751,250027026,유포2리종점,37.952280,127.776600,2021-09-15
2752,250027027,유포리,37.946040,127.778770,2021-09-15
2753,250027028,원정사입구,37.941870,127.779150,2021-09-15
2754,250027029,침례교회앞,37.939310,127.779200,2021-09-15
2755,250027030,방앗간앞,37.938000,127.778430,2021-09-15
2756,250027031,유포2리종점,37.952360,127.776600,2021-09-15
2757,250027032,오동초등학교,37.950630,127.755870,2021-09-15
2758,250027033,오동초등학교,37.950720,127.755800,2021-09-15
2759,250027035,새말교,37.846380,127.610690,2021-09-15
2760,250027036,서상2리,37.936550,127.670490,2021-09-15
2761,250027037,서상2리,37.936180,127.664830,2021-09-15
2762,250027038,서상마을회관,37.935240,127.661140,2021-09-15
2763,250027039,서상2리,37.937990,127.677020,2021-09-15
2764,250027040,신매1리,37.935920,127.702480,2021-09-15
2765,250027041,월송1리,37.929070,127.683860,2021-09-15
2766,250027042,월송1리,37.928080,127.680020,2021-09-15
2767,250027043,월송1리,37.930660,127.696560,2021-09-15
2768,250027044,월송1리,37.929460,127.692050,2021-09-15
2769,250027045,오월리납실교,37.978620,127.642980,2021-09-15
2770,250027046,오월2리,37.975180,127.641480,2021-09-15
2771,250027047,강원숲체험장입구,37.971710,127.640730,2021-09-15
2772,250027048,오월2리,37.969750,127.629120,2021-09-15
2773,250027049,오월2리,37.968170,127.627240,2021-09-15
2774,250027050,오월2리,37.971530,127.635590,2021-09-15
2775,250027051,신포리,38.014570,127.627030,2021-09-15
2776,250027052,마평,38.003030,127.627360,2021-09-15
2777,250027053,원평마을,38.002590,127.633230,2021-09-15
2778,250027054,샛강쉼터,38.001940,127.627700,2021-09-15
2779,250027055,오동초등학교앞,37.951900,127.757700,2021-09-15
2780,250027056,삼포유원지입구,37.799180,127.708860,2021-09-15
2781,250027057,월송1리,37.929140,127.683630,2021-09-15
2782,250027058,월송1리,37.929030,127.683760,2021-09-15
2783,250027059,삼포,37.799010,127.712650,2021-09-15
2784,250027060,증4리,37.800090,127.723530,2021-09-15
2785,250027061,새고개,37.800010,127.719530,2021-09-15
2786,250027062,후동2리입구,37.742630,127.634160,2021-09-15
2787,250027063,후동2리입구,37.742680,127.634120,2021-09-15
2788,250027064,가정중학교,37.740160,127.572900,2021-09-15
2789,250027065,한덕리,37.678750,127.613610,2021-09-15
2790,250027066,산수리,37.712520,127.671490,2021-09-15
2791,250027067,산수1리,37.708810,127.675820,2021-09-15
2792,250027068,산수2리,37.702210,127.681230,2021-09-15
2793,250027069,광판초교,37.730210,127.700970,2021-09-15
2794,250027070,새술막,37.785800,127.757500,2021-09-15
2795,250027071,노일교,37.794690,127.640890,2021-09-15
2796,250027072,합동교,37.899900,127.788220,2021-09-15
2797,250027073,감정2리마을회관,37.901350,127.791330,2021-09-15
2798,250027074,합동교,37.900080,127.787990,2021-09-15
2799,250027075,감정2리,37.902390,127.792090,2021-09-15
2800,250027076,가정중학교,37.739770,127.572770,2021-09-15
2801,250027077,감정2리,37.902500,127.792110,2021-09-15
2802,250027078,솔밭종점,37.925420,127.770510,2021-09-15
2803,250027079,원무골,37.766230,127.767220,2021-09-15
2804,250027080,사암2리,37.835560,127.771180,2021-09-15
2805,250027081,사암리,37.826050,127.767730,2021-09-15
2806,250027082,사암2리,37.835320,127.770930,2021-09-15
2807,250027083,사암2리마을회관,37.839890,127.766860,2021-09-15
2808,250027084,학곡리,37.822710,127.763480,2021-09-15
